etf.com_names,Ticker_names,investing_names,details
AlerisLife Inc.,ALR,Alerislife Inc,Stock - NASDAQ equities
Alerus Financial Corporation,None,None,None
"Alexander & Baldwin, Inc.",ALEX,Alexander & Baldwin Holdings Inc,Stock - NYSE equities
"Alexander Marine Co., Ltd.",8478,Alexander Marine Co Ltd,Stock - Taiwan equities
"Alexander's, Inc.",None,None,None
"Alexandria Real Estate Equities, Inc.",ARE,Alexandria Real Estate Equities Inc,Stock - NYSE equities
Alfa Laval AB,ALFA,Alfa Laval AB,Stock - Stockholm equities
"Alfa, S.A.B. de C.V. Class A",None,None,None
Alfen NV,None,None,None
Alfresa Holdings Corporation,None,None,None
Algonquin Power & Utilities Corp Tangible Equity Units Cons of Nts 15.06.26 + 1 PC 15.06.24(Exp.13.06.24) on Alg Pwr & Util,AQNA,Algonquin Power Utilities Corp,Stock - NYSE equities
Algonquin Power & Utilities Corp.,AQNA,Algonquin Power Utilities Corp,Stock - NYSE equities
Alibaba Group Holding Ltd.,BABA,Alibaba Group Holdings Ltd ADR,Stock - NYSE equities
Alibaba Group Holding Ltd. Sponsored ADR,None,None,None
Alibaba Health Information Technology Ltd.,0241,Alibaba Health Information Technology Ltd,Stock - Hong Kong equities
Alibaba Pictures Group Limited,None,None,None
"Alico, Inc.",ALCO,Alico Inc,Stock - NASDAQ equities
Alight Inc Class A,None,None,None
"Align Technology, Inc.",ALGN,Align Technology Inc,Stock - NASDAQ equities
"Alignment Healthcare, Inc.",None,None,None
"Aligos Therapeutics, Inc.",ALGS,Aligos Therapeutics Inc,Stock - NASDAQ equities
Alinma Bank,1150,Alinma Bank,Stock - Saudi Arabia equities
Alior Bank SA,ALORY,Alior Bank SA ADR,Stock - OTC Markets equities
Alithya Group inc Class A,ALYA,Alithya Group inc Class A,Stock - NASDAQ equities
"Alkaline Water Co., Inc.",WTER,Alkaline Water Company Inc,Stock - NASDAQ equities
Alkami Technology Inc,ALKT,Alkami Technology Inc,Stock - NASDAQ equities
Alkane Resources Ltd,ALK,Alkane Resources Ltd,Stock - Sydney equities
Alkem Laboratories Ltd.,ALKE,Alkem Laboratories Ltd,Stock - NSE equities
Alkermes Plc,ALKS,Alkermes Plc,Stock - NASDAQ equities
Alkhabeer REIT Fund,None,None,None
"Allakos, Inc.",ALLK,Allakos Inc,Stock - NASDAQ equities
"Allbirds, Inc. Class A",None,None,None
Allcargo Logistics Limited,None,None,None
"Alleanza Holdings Co., Ltd.",3546,Alleanza Holdings Co Ltd,Stock - Tokyo equities
Alleghany Corporation,Y,Alleghany Corporation,Stock - NYSE equities
Allegheny Technologies Incorporated,ATI,Allegheny Technologies Incorporated,Stock - NYSE equities
"Allegiance Bancshares, Inc.",ABTX,Allegiance Bancshares Inc,Stock - NASDAQ equities
Allegiant Travel Company,ALGT,Allegiant Travel Company,Stock - NASDAQ equities
Allegion PLC,ALLE,Allegion PLC,Stock - NYSE equities
"Allegro MicroSystems, Inc.",ALGM,Allegro Microsystems Inc,Stock - NASDAQ equities
Allegro.eu Societe anonyme,None,None,None
Allfunds Group plc,ALFG34,Allfunds Group PLC,Stock - BM&FBovespa equities
Alliance Aviation Services Limited,None,None,None
Alliance Bank Malaysia Bhd.,None,None,None
Alliance Data Systems Corporation,None,None,None
Alliance Global Group Inc.,ALGGY,Alliance Global Group Inc,Stock - OTC Markets equities
Alliant Energy Corp,LNT,Alliant Energy Corp,Stock - NASDAQ equities
Allianz SE,NCV_pa,Allianzgi Convertible Income Fund Pref Series A,Stock - NYSE equities
"Allied Circuit Co., Ltd.",8155,Allied Circuit Co Ltd,Stock - TPEX equities
"Allied Healthcare Products, Inc.",AHPI,Allied Healthcare Products Inc,Stock - NASDAQ equities
Allied Motion Technologies Inc.,AMOT,Allied Motion Technologies Inc,Stock - NASDAQ equities
Allied Properties Real Estate Investment Trust,None,None,None
Alligator Energy Ltd,AGE,Alligator Energy Ltd,Stock - Sydney equities
"Allison Transmission Holdings, Inc.",ALSN,Allison Transmission Holdings Inc,Stock - NYSE equities
Allkem Limited,None,None,None
AlloVir Inc,ALVR,Allovir Inc,Stock - NASDAQ equities
"Allogene Therapeutics, Inc.",ALLO,Allogene Therapeutics Inc,Stock - NASDAQ equities
Allot Ltd.,ALLT,Allot Communications Ltd,Stock - NASDAQ equities
"Allscripts Healthcare Solutions, Inc.",MDRX,Allscripts Healthcare Solutions Inc,Stock - NASDAQ equities
Allstate Corporation,ALL,Allstate Corp,Stock - NYSE equities
Alltek Technology Corp.,3209,Alltek Technology Corp,Stock - Taiwan equities
Alltop Technology Co. Ltd.,3526,Alltop Technology Co Ltd,Stock - TPEX equities
Ally Financial Inc,ALLY,Ally Financial Inc,Stock - NYSE equities
Almarai Co. Ltd.,None,None,None
Almirall SA,None,None,None
"Alnylam Pharmaceuticals, Inc",ALNY,Alnylam Pharmaceuticals Inc,Stock - NASDAQ equities
Alpargatas SA Pfd,None,None,None
"Alpek, S.A.B. de C.V. Class A",None,None,None
"Alpen Co., Ltd.",3028,Alpen Co Ltd,Stock - Tokyo equities
"Alpha Metallurgical Resources, Inc.",AMR,Alpha Metallurgical Resources Inc,Stock - NYSE equities
"Alpha Pro Tech, Ltd.",APT,Alpha Pro Tech Ltd,Stock - NYSE equities
Alpha Services & Holdings SA,None,None,None
"Alpha Teknova, Inc.",TKNO,Alpha Teknova Inc,Stock - NASDAQ equities
Alpha and Omega Semiconductor Limited,None,None,None
Alphabet Inc. Class A,GOOGL,Alphabet Inc Class A,Stock - NASDAQ equities
Alphabet Inc. Class C,GOOG,Alphabet Inc Class C,Stock - NASDAQ equities
Alphamab Oncology,9966,Alphamab Oncology,Stock - Hong Kong equities
"Alphatec Holdings, Inc.",ATEC,Alphatec Holdings Inc,Stock - NASDAQ equities
Alphawave IP Group PLC,AWE,Alphawave IP Group PLC,Stock - London equities
"Alpine 4 Holdings, Inc. Class A",None,None,None
"Alpine Immune Sciences, Inc.",ALPN,Alpine Immune Sciences Inc,Stock - NASDAQ equities
"Alpine Income Property Trust, Inc.",PINE,Alpine Income Property Trust Inc,Stock - NYSE equities
"Alps Alpine Co., Ltd.",None,None,None
Alstom SA,ALSO,Alstom SA,Stock - Paris equities
"Alta Equipment Group, Inc.",ALTG,Alta Equipment Group Inc,Stock - NYSE equities
AltaGas Ltd.,ALA,AltaGas Ltd,Stock - Toronto equities
Altair Engineering Inc. Class A,None,None,None
Altera Infrastructure LP Cum Red Perp Pfd Registered Shs Series E,None,None,None
"Alteryx, Inc. Class A",None,None,None
"Altice USA, Inc. Class A",None,None,None
"Altimmune, Inc.",ALT,Altimmune Inc,Stock - NASDAQ equities
Altisource Portfolio Solutions S.A.,None,None,None
Altium,ALU,Altium Ltd,Stock - Sydney equities
"Alto Ingredients, Inc.",ALTO,Alto Ingredients Inc,Stock - NASDAQ equities
Altra Industrial Motion Corp.,None,None,None
Altria Group Inc,MO,Altria Group,Stock - NYSE equities
Altus Midstream Co. Class A,None,None,None
Alumina Limited,AWCMY,Alumina Limited PK,Stock - OTC Markets equities
Aluminum Corporation of China Limited Class A,None,None,None
Aluminum Corporation of China Limited Class H,None,None,None
Amadeus IT Group SA Class A,None,None,None
Amalgamated Financial Corp,None,None,None
Amanah Leasing Public Co. Ltd. NVDR,None,None,None
Amano Corporation,None,None,None
Amara Raja Batteries Limited,None,None,None
Amarin Corporation Plc Sponsored ADR,None,None,None
"Amazon.com, Inc.",AMZN,Amazon.com Inc,Stock - NASDAQ equities
"Ambac Financial Group, Inc.",AMBC,Ambac Financial Group Inc,Stock - NYSE equities
"Ambarella, Inc.",AMBA,Ambarella Inc,Stock - NASDAQ equities
Ambev SA,ABEV,Ambev SA ADR,Stock - NYSE equities
Ambev SA Sponsored ADR,None,None,None
Ambu A/S Class B,None,None,None
Ambuja Cements Limited,None,None,None
Amcor PLC,AMCR,Amcor PLC,Stock - NYSE equities
Amcor PLC Shs Chess Depository Interests,None,None,None
Amdocs Limited,None,None,None
"Amedisys, Inc.",AMED,Amedisys Inc,Stock - NASDAQ equities
Amerant Bancorp Inc. Class A,AMTB,Amerant Bancorp Inc Class A,Stock - NASDAQ equities
Ameren Corporation,AEE,Ameren Corp,Stock - NYSE equities
"Ameresco, Inc. Class A",None,None,None
"AmeriServ Financial, Inc.",ASRV,AmeriServ Financial Inc,Stock - NASDAQ equities
America Movil SAB de CV Class L,None,None,None
America Movil SAB de CV Sponsored ADR Class L,None,None,None
"American Airlines Group, Inc.",AALL34,American Airlines Group Inc DRC,Stock - BM&FBovespa equities
"American Assets Trust, Inc.",AAT,American Assets Trust Inc,Stock - NYSE equities
"American Axle & Manufacturing Holdings, Inc.",AXL,American Axle & Manufacturing,Stock - NYSE equities
"American Campus Communities, Inc.",ACC,American Campus Communities Inc,Stock - NYSE equities
"American Eagle Outfitters, Inc.",AEO,American Eagle Outfitters Inc,Stock - NYSE equities
"American Electric Power Company, Inc.",AEP,American Electric Power Company Inc,Stock - NASDAQ equities
"American Electric Power Company, Inc. Equity Units Cons of USD 50 Nom Nts 15.03.24 + 1 PC 15.03.22",None,None,None
"American Electric Power Company, Inc. Equity Units Cons of USD 50 Nom Nts 15.08.25 + 1 PC 15.08.23",None,None,None
American Equity Investment Life Holding Company,None,None,None
American Express Company,AXP,American Express Company,Stock - NYSE equities
"American Financial Group, Inc.",AFG,American Financial Group Inc,Stock - NYSE equities
American Homes 4 Rent Class A,None,None,None
"American International Group, Inc.",AIG,American International Group Inc,Stock - NYSE equities
American National Bankshares Inc.,AMNB,American National Bankshares Inc,Stock - NASDAQ equities
"American National Group, Inc.",None,None,None
"American Outdoor Brands, Inc.",AOUT,American Outdoor Brands Inc,Stock - NASDAQ equities
"American Public Education, Inc.",APEI,American Public Education Inc,Stock - NASDAQ equities
"American Software, Inc. Class A",None,None,None
American States Water Company,AWR,American States Water Company,Stock - NYSE equities
American Superconductor Corporation,AMSC,American Superconductor Corporation,Stock - NASDAQ equities
American Tower Corporation,AMT,American Tower Corp,Stock - NYSE equities
American Vanguard Corporation,AVD,American Vanguard Corporation,Stock - NYSE equities
"American Water Works Company, Inc.",A1WK34,American Water Works Company Inc,Stock - BM&FBovespa equities
American Well Corporation Class A,None,None,None
American Woodmark Corporation,AMWD,American Woodmark Corporation,Stock - NASDAQ equities
Americanas SA,BTOOY,Americanas SA ADR,Stock - OTC Markets equities
Americold Realty Trust,COLD,Americold Realty Trust,Stock - NYSE equities
Amerigo Resources Ltd,ARG,Amerigo Resources Ltd.,Stock - Toronto equities
"Ameriprise Financial, Inc.",AMP,Ameriprise Financial Inc,Stock - NYSE equities
Ameris Bancorp,ABCB,Ameris Bancorp,Stock - NASDAQ equities
AmerisourceBergen Corporation,ABC,AmerisourceBergen,Stock - NYSE equities
Ames National Corporation,ATLO,Ames National Corporation,Stock - NASDAQ equities
Amgen Inc.,AMGN,Amgen Inc,Stock - NASDAQ equities
"Amicus Therapeutics, Inc.",FOLD,Amicus Therapeutics Inc,Stock - NASDAQ equities
"Amkor Technology, Inc.",AMKR,Amkor Technology Inc,Stock - NASDAQ equities
"Amneal Pharmaceuticals, Inc. Class A",AMRX,Amneal Pharmaceuticals Inc Class A,Stock - NYSE equities
"AmorePacific Group, Inc.",None,None,None
Amorepacific Corp.,090435,Amorepacific Corp Pref,Stock - Seoul equities
Amphastar Pharmaceuticals Inc,None,None,None
Amphenol Corporation Class A,None,None,None
"Ampio Pharmaceuticals, Inc.",None,None,None
Amplifon S.p.A.,None,None,None
Amplify Energy Corp.,AMPY,Amplify Energy Corp,Stock - NYSE equities
Amplitude Inc Class A,None,None,None
Ampol Limited,None,None,None
"Amtech Systems, Inc.",ASYS,Amtech Systems Inc,Stock - NASDAQ equities
Amundi SA,AMUN,Amundi SA,Stock - Paris equities
"Amylyx Pharmaceuticals, Inc.",AMLX,Amylyx Pharmaceuticals Inc,Stock - NASDAQ equities
"Amyris, Inc.",AMRS,Amyris Inc,Stock - NASDAQ equities
Anadolu Efes Biracilik ve Malt Sanayii A.S.,None,None,None
"Anaergia, Inc.",ANRG,Anaergia Inc,Stock - Toronto equities
"Analog Devices, Inc.",ADI,Analog Devices Inc,Stock - NASDAQ equities
Ananti Inc.,025980,Ananti Inc,Stock - KOSDAQ equities
"Anaplan, Inc.",PLAN,Anaplan Inc,Stock - NYSE equities
"AnaptysBio, Inc.",ANAB,AnaptysBio Inc,Stock - NASDAQ equities
Anavex Life Sciences Corp.,AVXL,Anavex Life Sciences Corp,Stock - NASDAQ equities
"Andersons, Inc.",ANDE,The Andersons Inc,Stock - NASDAQ equities
Andes Technology Corp.,6533,Andes Technology Corp,Stock - Taiwan equities
Andhra Sugars Limited,None,None,None
"Angang Steel Co., Ltd. Class A",000898,Angang Steel Co Ltd Class A,Stock - Shenzhen equities
"Angang Steel Co., Ltd. Class H",None,None,None
"Angel Oak Mortgage, Inc.",AOMR,Angel Oak Mortgage Inc,Stock - NYSE equities
"Angel Yeast Co., Ltd. Class A",None,None,None
Angi Inc Class A,None,None,None
"AngioDynamics, Inc.",ANGO,AngioDynamics Inc,Stock - NASDAQ equities
Angion Biomedica Corp.,ANGN,Angion Biomedica Corp,Stock - NASDAQ equities
Anglo American Platinum Limited,None,None,None
Anglo American plc,AAL,Anglo American PLC,Stock - London equities
Anglo Asian Mining PLC,AAZ,Anglo Asian Mining Plc,Stock - London equities
Anglo Pacific Group PLC,None,None,None
AngloGold Ashanti Limited,None,None,None
AngloGold Ashanti Limited Sponsored ADR,None,None,None
"Anhui Anke Biotechnology (Group) Co., Ltd. Class A",None,None,None
Anhui Conch Cement Company Limited Class A,None,None,None
Anhui Conch Cement Company Limited Class H,None,None,None
Anhui Expressway Company Limited Class A,None,None,None
Anhui Expressway Company Limited Class H,None,None,None
Anhui Guangxin Agrochemical Co Ltd Class A,None,None,None
"Anhui Gujing Distillery Co., Ltd. Class A",None,None,None
"Anhui Yingjia Distillery Co., Ltd. Class A",None,None,None
"Anicom Holdings, Inc.",8715,Anicom Holdings Inc,Stock - Tokyo equities
"Anika Therapeutics, Inc.",ANIK,Anika Therapeutics Inc,Stock - NASDAQ equities
Anji Technology Co Ltd,002635,Suzhou Anjie Technology Co Ltd,Stock - Shenzhen equities
Anjoy Foods Group Co Ltd. Class A,None,None,None
Ann Joo Resources Bhd.,ANNJ,Ann Joo Resources Bhd,Stock - Kuala Lumpur equities
Annaly Capital Management Inc Cum Conv Red Pfd Registered Shs Series I,None,None,None
"Annaly Capital Management, Inc.",NLY,Annaly Capital Management Inc,Stock - NYSE equities
"Annaly Capital Management, Inc. Cum Conv Red Perp Registered Pfd Shs Series G",None,None,None
"Annaly Capital Management, Inc. Cum Conv Red Pfd Registered Shs Series F",None,None,None
"Annexon, Inc.",ANNX,Annexon Inc,Stock - NASDAQ equities
Annovis Bio Inc,ANVS,Annovis Bio Inc,Stock - NYSE equities
Anora Group Oyj,ANORA,Anora Group Oyj,Stock - Helsinki equities
Ansell Limited,None,None,None
"Antares Pharma, Inc.",ATRS,Antares Pharma Inc,Stock - NASDAQ equities
Antengene Corporation Limited,None,None,None
Anterix Inc.,ATEX,Anterix Inc,Stock - NASDAQ equities
Antero Midstream Corp.,AM,Antero Midstream Corp,Stock - NYSE equities
Antero Resources Corporation,None,None,None
"Anthem, Inc.",ANTM,Anthem Inc,Stock - NYSE equities
Antofagasta plc,ANTO,Antofagasta PLC,Stock - London equities
Anton Oilfield Services Group,ATONY,Anton Oilfield Services Group,Stock - OTC Markets equities
Aon Plc Class A,None,None,None
Aoyuan Healthy Life Group Co. Ltd.,None,None,None
"Aozora Bank, Ltd.",8304,"Aozora Bank, Ltd.",Stock - Tokyo equities
Apartment Income REIT Corp,AIRC,Apartment Income REIT Corp,Stock - NYSE equities
Apartment Investment & Management Co Class A,AIV,Apartment Investment and Management Co,Stock - NYSE equities
Apax Global Alpha Ltd.,APAX,Apax Global Alpha Ltd,Stock - London equities
"Apellis Pharmaceuticals, Inc.",APLS,Apellis Pharmaceuticals Inc,Stock - NASDAQ equities
Apeloa Pharmaceutical Co. Ltd. Class A,None,None,None
Aperam SA,APAM,Aperam SA,Stock - Amsterdam equities
"Apex International Co., Ltd.",4927,Apex International Co Ltd,Stock - Taiwan equities
"Apogee Enterprises, Inc.",APOG,Apogee Enterprises Inc,Stock - NASDAQ equities
"Apollo Commercial Real Estate Finance, Inc.",ARI,Apollo Commercial Real Estate Finance Inc,Stock - NYSE equities
Apollo Global Management Inc.,AAM_pb,Apollo Global Management Inc Pref Series B,Stock - NYSE equities
Apollo Hospitals Enterprise Limited,None,None,None
Apollo Investment Corporation,None,None,None
"Apollo Medical Holdings, Inc.",AMEH,Apollo Medical Holdings Inc,Stock - NASDAQ equities
Apollo Tyres Limited.,None,None,None
AppFolio Inc Class A,None,None,None
"AppHarvest, Inc.",APPH,Appharvest Inc,Stock - NASDAQ equities
AppLovin Corp. Class A,None,None,None
Appen Ltd.,APX,Appen Ltd,Stock - Sydney equities
Appia Rare Earths & Uranium Corp,None,None,None
Appian Corporation Class A,None,None,None
Apple Hospitality REIT Inc,APLE,Apple Hospitality REIT Inc,Stock - NYSE equities
Apple Inc.,AAPL,Apple Inc,Stock - NASDAQ equities
Applied Genetic Technologies Corp.,None,None,None
"Applied Industrial Technologies, Inc.",None,None,None
"Applied Materials, Inc.",AMAT,Applied Materials Inc,Stock - NASDAQ equities
"Applied Molecular Transport, Inc.",AMTI,Applied Molecular Transport Inc,Stock - NASDAQ equities
"Applied Optoelectronics, Inc.",None,None,None
"Applied Therapeutics, Inc.",APLT,Applied Therapeutics Inc,Stock - NASDAQ equities
"Apria, Inc.",APR,Apria Inc,Stock - NASDAQ equities
"Aptargroup, Inc.",ATR,AptarGroup Inc,Stock - NYSE equities
Aptech Limited,None,None,None
Aptinyx Inc,APTX,Aptinyx Inc,Stock - NASDAQ equities
Aptiv PLC,APTV,Aptiv PLC,Stock - NYSE equities
Apyx Medical Corporation,None,None,None
AquaBounty Technologies Inc,AQB,AquaBounty Technologies Inc,Stock - NASDAQ equities
"Aquestive Therapeutics, Inc.",AQST,Aquestive Therapeutics Inc,Stock - NASDAQ equities
Arab Bank,ARBK,Arab Bank,Stock - Amman equities
Arab National Bank,1080,Arab National Bank,Stock - Saudi Arabia equities
Arabian Centres Co.,4321,Arabian Centres Co,Stock - Saudi Arabia equities
Aramark,ARMK,Aramark Holdings,Stock - NYSE equities
Aramex (P.J.S.C),None,None,None
Arata Corporation,None,None,None
"Aravive, Inc.",ARAV,Aravive Inc,Stock - NASDAQ equities
Arbe Robotics Ltd.,ARBE,Arbe Robotics Ltd,Stock - NASDAQ equities
Arbonia AG,ARBNO,Arbonia AG,Stock - Switzerland equities
Arbor Realty Trust Inc Cum Conv Red Pfd Registered Shs Series E,None,None,None
"Arbor Realty Trust, Inc.",ABR_pd,Arbor Realty Trust Inc Preferred,Stock - NYSE equities
Arbutus Biopharma Corporation,None,None,None
ArcBest Corporation,None,None,None
Arca Continental SAB de CV,None,None,None
Arcadis NV,ARCAY,Arcadis NV,Stock - OTC Markets equities
Arcadyan Technology Corporation,None,None,None
Arcane Crypto AB,ARCANE,Arcane Crypto AB,Stock - Stockholm equities
Arcelik A.S.,None,None,None
ArcelorMittal SA,MT,ArcelorMittal SA ADR,Stock - NYSE equities
ArcelorMittal SA ADR,MT,ArcelorMittal SA ADR,Stock - NYSE equities
Arch Capital Group Ltd.,ACGL,Arch Capital Group Ltd,Stock - NASDAQ equities
"Arch Resources, Inc. Class A",None,None,None
Archaea Energy Inc Class A,None,None,None
Archer Aviation Inc Class A,None,None,None
Archosaur Games Inc.,9990,Archosaur Games Inc,Stock - Hong Kong equities
Archrock Inc.,AROC,Archrock Inc,Stock - NYSE equities
"Arcimoto, Inc.",FUV,Arcimoto Inc,Stock - NASDAQ equities
"Arcland Sakamoto Co., Ltd.",9842,Arcland Sakamoto Co Ltd,Stock - Tokyo equities
Arco Platform Ltd. Class A,None,None,None
Arconic Corp.,ARNC,Arconic Corp,Stock - NYSE equities
"Arcosa, Inc.",ACA,Arcosa Inc,Stock - NYSE equities
"Arcs Company, Limited",None,None,None
"Arcturus Therapeutics Holdings, Inc.",ARCT,Arcturus Therapeutics Holdings Inc,Stock - NASDAQ equities
"Arcus Biosciences, Inc.",RCUS,Arcus Biosciences Inc,Stock - NYSE equities
Arcutis Biotherapeutics Inc,ARQT,Arcutis Biotherapeutics Inc,Stock - NASDAQ equities
Ardagh Group S.A. Class A,None,None,None
Ardagh Metal Packaging S.A,None,None,None
"Ardelyx, Inc.",ARDX,Ardelyx Inc,Stock - NASDAQ equities
Ardentec Corporation,None,None,None
Ardmore Shipping Corp.,None,None,None
"Arealink Co., Ltd.",8914,Arealink Co Ltd,Stock - Tokyo equities
"Arena Pharmaceuticals, Inc.",ARNA,Arena Pharmaceuticals Inc,Stock - NASDAQ equities
Arena REIT,None,None,None
Ares Capital Corporation,ARCC,Ares Capital Corporation,Stock - NASDAQ equities
Ares Commercial Real Estate Corporation,None,None,None
Ares Management Corporation,None,None,None
"Argan, Inc.",AGX,Argan Inc,Stock - NYSE equities
Argo Blockchain PLC ADR,ARBK,Argo Blockchain PLC ADR,Stock - NASDAQ equities
Argo Blockchain Plc,ARBK,Argo Blockchain PLC ADR,Stock - NASDAQ equities
"Argo Group International Holdings, Ltd.",ARGO,Argo Group International Holdings Ltd,Stock - NYSE equities
