Symbol,Name,marketCap
REE,REE Automotive Ltd Class A,1037165312.0
RPID,Rapid Micro Biosystems Inc Class A,302286784.0
REKR,Rekor Systems Inc,204933744.0
RNLX,Renalytix PLC ADR,412473632.0
SOL,ReneSola Ltd ADR,395473440.0
SHCA,Spindletop Health Acquisition Corp Class A,284624992.0
VINP,Vinci Partners Investments Ltd Class A,745306176.0
VVNT,Vivint Smart Home Inc Class A,1402652160.0
ARAY,Accuray Inc,340037056.0
VLNS,Valens Company Inc,169414832.0
AFYA,Afya Ltd Class A,1288555008.0
ADN,Advent Technologies Holdings Inc Class A,182462816.0
ZIP,Ziprecruiter Inc Class A,2507094784.0
ZETA,Zeta Global Holdings Corp Class A,2256956416.0
XXII,22nd Century Group Inc,377575360.0
XXII,22nd Century Group Inc,377575360.0
YALA,Yalla Group Ltd ADR Class A,934105664.0
WWE,World Wrestling Entertainment Inc Class A,4248790528.0
WRAP,Wrap Technologies Inc,108045008.0
ABIO,ARCA Biopharma Inc,26226382.0
XPOF,Xponential Fitness Inc Class A,461709344.0
TBLA,Taboola.com Ltd,1632463360.0
UEIC,Universal Electronics Inc,456725280.0
TARO,Taro Pharmaceutical Industries Ltd,1715750784.0
SYBX,Synlogic Inc,134538752.0
SXI,Standex International Corp,1292348672.0
SBLK,Star Bulk Carriers Corp,2686867200.0
AIT,Applied Industrial Technologies Inc,3669220608.0
AMWL,American Well Corp Class A,1104825728.0
TUFN,Tufin Software Technologies Ltd,320155584.0
WTER,Alkaline Water Company Inc,109371536.0
USNA,USANA Health Sciences Inc,1737558400.0
AMSC,American Superconductor Corp,221484128.0
TMX,Terminix Global Holdings Inc,5119009792.0
NCTY,The9 Ltd ADR,82905280.0
TVTY,Tivity Health Inc,1258707840.0
TM,Toyota Motor Corp ADR,262936641536.0
BWAY,Brainsway Ltd ADR,121837072.0
HYLN,Hyliion Holdings Corp Class A,691518848.0
HY,Hyster-Yale Materials Handling Inc Class A,687210624.0
HYZN,Hyzon Motors Inc Class A,1317471360.0
ICUI,ICU Medical Inc,4676000256.0
DRIO,DarioHealth Corp,142715904.0
DNMR,Danimer Scientific Inc Class A,357699488.0
IMTX,Immatics NV,558004608.0
IMMR,Immersion Corp,158523840.0
KSM,DWS Strategic Municipal Income Trust,120666008.0
DGII,Digi International Inc,694778112.0
HIMX,Himax Technologies Inc ADR,1914978944.0
HIMS,Hims & Hers Health Inc Class A,927804160.0
HOLI,Hollysys Automation Technologies Ltd,865204416.0
HMC,Honda Motor Co Ltd ADR,54108463104.0
HNST,Honest Company Inc,519772704.0
HBM,Hudbay Minerals Inc,2100045568.0
IR,Ingersoll Rand Inc,21928073216.0
JELD,JELD-WEN Holding Inc,2132088320.0
JOBY,Joby Aviation Inc Class A,2874535680.0
CFMS,Conformis Inc,115528400.0
IIPR,Innovative Industrial Properties Inc,4522927616.0
CYBE,CyberOptics Corp,268109808.0
IPAR,Inter Parfums Inc,3051532032.0
IVAN,Ivanhoe Capital Acquisition Corp Class A,264960000.0
CUZ,Cousins Properties Inc,5675420672.0
CRVL,CorVel Corp,2850068736.0
ELP,Companhia Paranaense de Energia ADR Class B,18416979968.0
SOLO,Electrameccanica Vehicles Corp,235256432.0
FSV,FirstService Corp,6663514112.0
FRSX,Foresight Autonomous Holdings Ltd ADR,81669008.0
FRLN,Freeline Therapeutics Holdings PLC ADR,42977160.0
FRPT,Freshpet Inc,4142491136.0
FUTU,Futu Holdings Ltd ADR,6471168512.0
FFBC,First Financial Bancorp,2347497728.0
ELMS,Electric Last Mile Solutions Inc Class A,266660208.0
ENLV,Enlivex Therapeutics Ltd,91652496.0
EVR,Evercore Inc Class A,4811067392.0
EVH,Evolent Health Inc Class A,2085052800.0
FXLV,F45 Training Holdings Inc,1266858880.0
FTCI,FTC Solar Inc,323791328.0
FINV,FinVolution Group ADR Class A,1210015488.0
GLNG,Golar LNG Ltd,1563822336.0
GGPI,Gores Guggenheim Inc Class A,1108000000.0
GRVY,Gravity Co Ltd ADR,315758016.0
GP,GreenPower Motor Company Inc,134610176.0
BROS,Dutch Bros Inc Class A,2557487360.0
DCI,Donaldson Company Inc,6620080128.0
DOLE,Dole PLC,1354852096.0
GAMB,Gambling.com Group Ltd,394858752.0
ESE,ESCO Technologies Inc,1852402176.0
GLPI,Gaming and Leisure Properties Inc,10718852096.0
GTX,Garrett Motion Inc,464548384.0
GNRC,Generac Holdings Inc,17062690816.0
EH,EHang Holdings Ltd ADR,859703808.0
THRM,Gentherm Inc,2879258368.0
GIL,Gildan Activewear Inc,7518417408.0
NGVC,Natural Grocers By Vitamin Cottage Inc,408948832.0
NVRO,Nevro Corp,2451314944.0
CAMT,Camtek Ltd,1529636864.0
CWST,Casella Waste Systems Inc Class A,3787518720.0
MOD,Modine Manufacturing Co,535129152.0
MNTK,Montauk Renewables Inc,1467966208.0
NVEE,NV5 Global Inc,1615267328.0
CVGW,Calavo Growers Inc,749900736.0
OOMA,Ooma Inc,405552032.0
OPRT,Oportun Financial Corp,478597312.0
OPY,Oppenheimer Holdings Inc Class A,543976064.0
CBAT,CBAK Energy Technology Inc,106446008.0
OSCR,Oscar Health Inc Class A,1393281408.0
OM,Outset Medical Inc,1689272448.0
PJT,PJT Partners Inc Class A,1528865152.0
CAMP,CalAmp Corp,226192688.0
NOMD,Nomad Foods Ltd,4621137408.0
NVO,Novo Nordisk A/S ADR,237907066880.0
NVEI,Nuvei Corp,8876646400.0
NVVE,Nuvve Holding Corp,125027984.0
OI,O-I Glass Inc,2115596288.0
OPTT,Ocean Power Technologies Inc,56990664.0
CLBT,Cellebrite DI Ltd,1235922560.0
LX,Lexinfintech Holdings Ltd ADR,691448960.0
ZEV,Lightning eMotors Inc,381524512.0
LECO,Lincoln Electric Holdings Inc,7484962816.0
CLNE,Clean Energy Fuels Corp,1438917504.0
LOGC,LogicBio Therapeutics Inc,21421920.0
LOGI,Logitech International SA,13176854528.0
RIDE,Lordstown Motors Corp Class A,590149184.0
LU,Lufax Holding Ltd ADR,14158224384.0
KNX,Knight-Swift Transportation Holdings Inc Class A,9122656256.0
KRUS,Kura Sushi USA Inc,476414304.0
LUNA,Luna Innovations Inc,219618096.0
LXFR,Luxfer Holdings PLC,447988224.0
CERS,Cerus Corp,897505856.0
MSGE,Madison Square Garden Entertainment Corp Class A,2622161664.0
MSGS,Madison Square Garden Sports Corp Class A,4248097024.0
MKFG,Markforged Holding Corp,843763584.0
CMMB,Chemomab Therapeutics Ltd ADR,47085304.0
HSIC,Henry Schein Inc,10510102528.0
RE,Everest Re Group Ltd,11539841024.0
WST,West Pharmaceutical Services Inc,28422897664.0
OCDX,Ortho Clinical Diagnostics Holdings PLC,3887281664.0
PRK,Park National Corp,2129958016.0
PDCO,Patterson Companies Inc,2712338688.0
KIDS,OrthoPediatrics Corp,939643584.0
OFIX,Orthofix Medical Inc,616448256.0
LBC,Luther Burbank Corp,672463488.0
PGC,Peapack-Gladstone Financial Corp,693020736.0
PACW,PacWest Bancorp,6031792128.0
PPBI,Pacific Premier Bancorp Inc,3636445696.0
LNTH,Lantheus Holdings Inc,1925120640.0
PFC,Premier Financial Corp (OHIO),1116374912.0
LBAI,Lakeland Bancorp Inc,924072896.0
PB,Prosperity Bancshares Inc,6856154112.0
LMAT,LeMaitre Vascular Inc,936636096.0
PNTG,Pennant Group Inc,448229536.0
PEBO,Peoples Bancorp Inc,906133632.0
PWP,Perella Weinberg Partners Class A,469543232.0
LXRX,Lexicon Pharmaceuticals Inc,437754240.0
PAHC,Phibro Animal Health Corp Class A,870017280.0
LMND,Lemonade Inc,1791979392.0
PIPR,Piper Sandler Companies,2677975552.0
NHC,National Healthcare Corp,1000663680.0
NWLI,National Western Life Group Inc Class A,770836224.0
NTUS,Natus Medical Inc,777989440.0
MBIN,Merchants Bancorp,854350656.0
MBWM,Mercantile Bank Corp,590472000.0
ORC,Orchid Island Capital Inc,674343296.0
MC,Moelis & Co Class A,3533568000.0
MLAB,Mesa Laboratories Inc,1379303936.0
MMSI,Merit Medical Systems Inc,3253703424.0
NXRT,NexPoint Residential Trust Inc,1983260672.0
MAC,Macerich Co,3338305536.0
OCFC,OceanFirst Financial Corp,1319798144.0
OCUL,Ocular Therapeutix Inc,403735744.0
MPW,Medical Properties Trust Inc,12401796096.0
OLP,One Liberty Properties Inc,618344192.0
MSBI,Midland States Bancorp Inc,649700992.0
OSUR,OraSure Technologies Inc,624572928.0
ORMP,Oramed Pharmaceuticals Inc,415518240.0
OUT,OUTFRONT Media Inc,3595308544.0
PFS,Provident Financial Services Inc,1820626816.0
NCBS,Nicolet Bankshares Inc,1355636992.0
NDSN,Nordson Corp,12921605120.0
NFBK,Northfield Bancorp Inc,768599872.0
MCS,Marcus Corp,578434816.0
OFG,OFG Bancorp,1381769856.0
TRST,TrustCo Bank Corp N Y,653236864.0
TRMK,Trustmark Corp,2028388992.0
UMBF,UMB Financial Corp,4950490624.0
UMPQ,Umpqua Holdings Corp,4536065024.0
UBSI,United Bankshares Inc,4910643200.0
TBK,Triumph Bancorp Inc,2297087232.0
UFCS,United Fire Group Inc,583632576.0
UHT,Universal Health Realty Income Trust,773442688.0
UVSP,Univest Financial Corp,867567488.0
UE,Urban Edge Properties,2028830080.0
UBA,Urstadt Biddle Properties Inc Class A,734150656.0
TFSL,TFS Financial Corp,4747769856.0
TCMD,Tactile Systems Technology Inc,309437024.0
TSC,TriState Capital Holdings Inc,1085803264.0
TMP,Tompkins Financial Corp,1143857408.0
TMCI,Treace Medical Concepts Inc,1040056000.0
TIG,Trean Insurance Group Inc,350548064.0
XHR,Xenia Hotels & Resorts Inc,2076319616.0
WABC,Westamerica Bancorp,1584831232.0
EXPI,eXp World Holdings Inc,4291851008.0
WRE,Washington Real Estate Investment Trust,1984721408.0
VRE,Veris Residential Inc,1538811520.0
VBTX,Veritex Holdings Inc,1925024384.0
VCTR,Victory Capital Holdings Inc Class A,2280055040.0
VRTS,Virtus Investment Partners Inc,1922586624.0
WSFS,WSFS Financial Corp,3416673280.0
SRDX,Surmodics Inc,591574464.0
RBCAA,Republic Bancorp Inc Class A,970186048.0
RHI,Robert Half International Inc,13312841728.0
RNST,Renasant Corp,2018055936.0
RHP,Ryman Hospitality Properties Inc,4785278976.0
SEIC,SEI Investments Co,8283507712.0
SIGA,SIGA Technologies Inc,479532480.0
QCRH,QCR Holdings Inc,891558784.0
QSI,Quantum-Si Inc Class A,595011264.0
RCM,R1 RCM Inc,7015053312.0
RWT,Redwood Trust Inc,1222435456.0
SHC,Sotera Health Co,6167590400.0
SBSI,Southside Bancshares Inc,1367861120.0
STAG,STAG Industrial Inc,7023592448.0
SYBT,Stock Yards Bancorp Inc,1459738368.0
SBCF,Seacoast Banking Corporation of Florida,2159500032.0
SLQT,SelectQuote Inc,462361536.0
SFBS,ServisFirst Bancshares Inc,4584632832.0
SILK,Silk Road Medical Inc,1100981376.0
LTC,LTC Properties Inc,1314697856.0
LHCG,LHC Group Inc,4002923008.0
BRMK,Broadmark Realty Capital Inc,1182285696.0
BKD,Brookdale Senior Living Inc,999101184.0
BRKL,Brookline Bancorp Inc,1323755136.0
BY,Byline Bancorp Inc,1015945152.0
CVBF,CVB Financial Corp,3188832768.0
CADE,Cadence Bank,6063273472.0
CATC,Cambridge Bancorp,604604736.0
CFFN,Capitol Federal Financial Inc,1523118720.0
CSII,Cardiovascular Systems Inc,754648576.0
BLFS,BioLife Solutions Inc,1097812352.0
BANFP,BancFirst 7.2% Cumulative Pref Shs,
TBBK,Bancorp Inc,1661548416.0
BFC,Bank First Corp,536688896.0
BMRC,Bank of Marin Bancorp,582083456.0
BHLB,Berkshire Hills Bancorp Inc,1473403648.0
BWBBP,Bridgewater Bancshares DS 1 100th Int 5 875 Non Cumu Perpl Prf Shs Series A,
CTRE,CareTrust REIT Inc,1874673664.0
CTBI,Community Trust Bancorp Inc,772427840.0
CORT,Corcept Therapeutics Inc,2250159360.0
CCRN,Cross Country Healthcare Inc,825820352.0
CHCT,Community Healthcare Trust Inc,1058508480.0
CBU,Community Bank System Inc,3888432128.0
CHE,Chemed Corp,7154826240.0
CATY,Cathay General Bancorp,3647266048.0
CLOV,Clover Health Investments Corp Class A,1148821504.0
CNS,Cohen & Steers Inc,3864420608.0
COLL,Collegium Pharmaceutical Inc,696675136.0
COLB,Columbia Banking System Inc,2801497088.0
BRP,BRP Group Inc Class A,3302458112.0
BOKF,BOK Financial Corp,6975608832.0
ALRS,Alerus Financial Corp,502476544.0
ABTX,Allegiance Bancshares Inc,851132672.0
AMAL,Amalgamated Bank,529269248.0
AMBC,Ambac Financial Group Inc,714935296.0
AMTB,Amerant Bancorp Inc Class A,1235536512.0
DIBS,1stdibs.Com Inc,413982496.0
ME,23andMe Holding Co. Class A,2071533312.0
AMRK,A-Mark Precious Metals Inc,834606336.0
ATIF,ATIF Holdings Ltd,36031096.0
ADUS,Addus Homecare Corp,1196944128.0
ANAT,American National Group Inc,5095124480.0
AROW,Arrow Financial Corp,558575744.0
APAM,Artisan Partners Asset Management Inc Class A,2557115392.0
AC,Associated Capital Group Inc Class A,830928576.0
AUB,Atlantic Union Bankshares Corp,3051846144.0
ARGO,Argo Group International Holdings Ltd,1382005120.0
ATRI,Atrion Corp,1167226752.0
AVNS,Avanos Medical Inc,1459090304.0
AX,Axos Financial Inc,3233563904.0
AHH,Armada Hoffler Properties Inc,851849792.0
AIV,Apartment Investment and Management Co Class A,1009337984.0
ABCB,Ameris Bancorp,3453209600.0
AMRX,Amneal Pharmaceuticals Inc Class A,706524864.0
AMPH,Amphastar Pharmaceuticals Inc,1246468992.0
NLY,Annaly Capital Management Inc,10495531008.0
ACRE,Ares Commercial Real Estate Corp,662725376.0
AMEH,Apollo Medical Holdings Inc,3121859584.0
APLE,Apple Hospitality REIT Inc,3799810304.0
HTBK,Heritage Commerce Corp,734088640.0
HSKA,Heska Corp,1368052224.0
HTH,Hilltop Holdings Inc,2564640256.0
HIFS,Hingham Institution For Savings,771285440.0
HOMB,Home BancShares Inc,3853658112.0
HOPE,Hope Bancorp Inc,2034985984.0
HBNC,Horizon Bancorp Inc,897832000.0
HLI,Houlihan Lokey Inc Class A,7432721920.0
GOOD,Gladstone Commercial Corp,794189568.0
LAND,Gladstone Land Corp,1024931584.0
GSHD,Goosehead Insurance Inc Class A,3524890624.0
GSBC,Great Southern Bancorp Inc,801916608.0
HAFC,Hanmi Financial Corp,800031808.0
HONE,HarborOne Bancorp Inc,766488960.0
KRNY,Kearny Financial Corp,994412480.0
JBGS,JBG SMITH Properties,3547978752.0
JYNT,Joint Corp,755545152.0
KNSL,Kinsale Capital Group Inc,4355652608.0
NARI,Inari Medical Inc,3797490944.0
IRT,Independence Realty Trust Inc,5176460288.0
IBTX,Independent Bank Group Inc,3269185024.0
ILPT,Industrial Logistics Properties Trust,1415355520.0
INSP,Inspire Medical Systems Inc,6153383936.0
ITGR,Integer Holdings Corp,2723728896.0
XENT,Intersect Ent Inc,917519808.0
GBCI,Glacier Bancorp Inc,5792250880.0
GABC,German American Bancorp Inc,
EIG,Employers Holdings Inc,1069078976.0
ECPG,Encore Capital Group Inc,2063362048.0
EFSC,Enterprise Financial Services Corp,1891365760.0
EQC,Equity Commonwealth,3151993344.0
ELS,Equity LifeStyle Properties Inc,14923116544.0
ESNT,Essent Group Ltd,5013613056.0
ESTA,Establishment Labs Holdings Inc,1257553792.0
DBRG,DigitalBridge Group Inc Class A,3943951104.0
DOUG,Douglas Elliman Inc,571246400.0
EGBN,Eagle Bancorp Inc,1910621952.0
DEA,Easterly Government Properties Inc,1763244800.0
FSP,Franklin Street Properties Corp,584150528.0
FLIC,First of Long Island Corp,525961728.0
FFIC,Flushing Financial Corp,715368960.0
FOCS,Focus Financial Partners Inc Class A,3409835008.0
FCPT,Four Corners Property Trust Inc,2007299968.0
FRHC,Freedom Holding Corp,3772118528.0
FRME,First Merchants Corp,2320592128.0
GBL,GAMCO Investors Inc Class A,578474944.0
FMBH,First Mid Bancshares Inc,727338560.0
FIBK,First Interstate BancSystem Inc Class A,2318223872.0
FBK,FB Financial Corp,2122220800.0
FRPH,FRP Holdings Inc,513371680.0
FISI,Financial Institutions Inc,503322112.0
FR,First Industrial Realty Trust Inc,7603724288.0
FBP,First Bancorp,2988021760.0
FBMS,First Bancshares Inc (Mississippi),766588480.0
BUSE,First Busey Corp,1543144704.0
FCF,First Commonwealth Financial Corp,1562582272.0
FCBC,First Community Bankshares Inc,496218624.0
FFIN,First Financial Bankshares Inc,6691956736.0
FFWM,First Foundation Inc,1481119488.0
FHB,First Hawaiian Inc,3708699136.0
CGC,Canopy Growth Corp,3543658240.0
CRON,Cronos Group Inc,1416580864.0
OGI,OrganiGram Holdings Inc,500934400.0
HITI,High Tide Inc,303868096.0
GNLN,Greenlane Holdings Inc Class A,50710624.0
CRDL,Cardiol Therapeutics Inc Class A,100804224.0
ZYNE,Zynerba Pharmaceuticals Inc,111287248.0
CLVR,Clever Leaves Holdings Inc,43341040.0
PW,Power REIT,200708000.0
IMCC,IM Cannabis Corp,153414448.0
CRBP,Corbus Pharmaceuticals Holdings Inc,46648548.0
SNDL,Sundial Growers Inc,1256600064.0
UVV,Universal Corp,1311328384.0
HUGE,FSD Pharma Inc Class B,33762124.0
FLGC,Flora Growth Corp,112556328.0
MYMD,MyMD Pharmaceuticals Inc,166368368.0
BRDG,Bridge Investment Group Holdings Inc Class A,528414592.0
TGLS,Tecnoglass Inc,964937920.0
STN,Stantec Inc,5858390016.0
SKY,Skyline Champion Corp,4170211840.0
MYRG,MYR Group Inc,1557260416.0
FIX,Comfort Systems USA Inc,3145684736.0
CVCO,Cavco Industries Inc,2606450688.0
FND,Floor & Decor Holdings Inc Class A,11071321088.0
MCRI,Monarch Casino & Resort Inc,1412537216.0
RRR,Red Rock Resorts Inc Class A,3051673600.0
NAPA,Duckhorn Portfolio Inc,2242266112.0
HCSG,Healthcare Services Group Inc,1187406336.0
SAM,Boston Beer Company Inc Class A,5187502080.0
NTNX,Nutanix Inc Class A,5687229440.0
COUR,Coursera Inc,2880689152.0
ATXI,Avenue Therapeutics Inc,12750586.0
YQ,17 Education & Technology Group Inc ADR,74465496.0
RH,RH,8772540416.0
PSO,Pearson PLC ADR,6508497408.0
NTGR,NETGEAR Inc,769669504.0
OTTR,Otter Tail Corp,2521893376.0
OMER,Omeros Corp,390263936.0
ONON,On Holding AG Class A,8379302400.0
PD,PagerDuty Inc,2923320064.0
DAO,Youdao Inc ADR,1635077504.0
YUMC,Yum China Holdings Inc,21611851776.0
ZME,Zhangmen Education Inc ADR Class A,29760288.0
ZOM,Zomedica Corp,285149440.0
SCHL,Scholastic Corp,1441359872.0
RKLB,Rocket Lab USA Inc Class A,4258463232.0
ROVR,Rover Group Inc Class A,857965120.0
RSI,Rush Street Interactive Inc Class A,633997312.0
TAK,Takeda Pharmaceutical Co Ltd ADR,47772131328.0
TFII,TFI International Inc,9940200448.0
SRAD,Sportradar Group AG Class A,3981764352.0
CENTA,Central Garden & Pet Co Class A,2352603392.0
CAPR,Capricor Therapeutics Inc,96113816.0
CHUY,Chuy's Holdings Inc,560198592.0
CMPS,Compass Pathways PLC ADR,603433152.0
AMRN,Amarin Corporation PLC ADR,1345808384.0
ABEV,Ambev SA ADR,45642231808.0
AAN,Aaron's Company Inc,659887872.0
ACEL,Accel Entertainment Inc,1222873600.0
ARCE,Arco Platform Ltd Class A,1133019520.0
BFAM,Bright Horizons Family Solutions Inc,8007973888.0
BCOV,Brightcove Inc,374338080.0
ARQQ,Arqit Quantum Inc,1765073024.0
BRPM,B. Riley Principal 150 Merger Corp Class A,218837568.0
BALY,Bally's Corp,1924464384.0
MGNI,Magnite Inc,1753112960.0
JACK,Jack in the Box Inc,1923986816.0
MDU,MDU Resources Group Inc,5498611200.0
MYTE,MYT Netherlands Parent BV ADR,1220061568.0
LSTR,Landstar System Inc,5913311232.0
RACE,Ferrari NV,40435404800.0
ENVX,Enovix Corp,2169975296.0
ZGN,Ermenegildo Zegna NV,2231595264.0
GOTU,Gaotu Techedu Inc ADR Class A,525626144.0
GNUS,Genius Brands International Inc,277351520.0
GNTX,Gentex Corp,7280086016.0
ABST,Absolute Software Corp,473295712.0
SCWX,SecureWorks Corp Class A,1212511616.0
VHC,VirnetX Holding Corp,135342496.0
FORG,ForgeRock Inc Class A,1174423040.0
AUID,Ipsidy Inc,137380704.0
MYSZ,My Size Inc,8245183.0
CIFR,Cipher Mining Inc,756389632.0
DGHI,Digihost Technology Inc,92609520.0
GLOB,Globant SA,10511866880.0
ANGI,Angi Inc Class A,4270340352.0
GOED,1847 Goedeker Inc,218093344.0
WRBY,Warby Parker Inc Class A,3380776192.0
SOND,Sonder Holdings Inc Class A,
GIM,Templeton Global Income Fund,515012992.0
UXIN,Uxin Ltd ADR,437119104.0
VTEX,VTEX Class A,1555484288.0
DIDI,DiDi Global Inc ADR Class A,20643469312.0
BLCT,BlueCity Holdings Ltd ADR,55327648.0
ML,MoneyLion Inc Class A,545933952.0
NRDY,Nerdy Inc Class A,386665120.0
IGACU,IG Acquisition Unit,
YRD,Yiren Digital Ltd ADR,231795840.0
RELY,Remitly Global Inc,2074299904.0
IMXI,International Money Express Inc,604690560.0
MITK,Mitek Systems Inc,685403136.0
UEPS,Net 1 UEPS Technologies Inc,276431552.0
REX,REX American Resources Corp,514241600.0
MEG,Montrose Environmental Group Inc,1358963712.0
PCTTU,PureCycle Technologies Unit,
OFLX,Omega Flex Inc,1460039552.0
SIFY,Sify Technologies Ltd ADR,543069248.0
VEV,Vicinity Motor Corp,131197304.0
VTNR,Vertex Energy Inc,302516640.0
XL,XL Fleet Corp Class A,246771648.0
TNC,Tennant Co,1408380544.0
SND,Smart Sand Inc,94605104.0
SMED,Sharps Compliance Corp,122297712.0
RAAS,Cloopen Group Holding Ltd ADR,373119904.0
ADES,Advanced Emissions Solutions Inc,117340920.0
ABM,ABM Industries Inc,2817931520.0
ARIS,Aris Water Solutions Inc Class A,257778240.0
LOOP,Loop Industries Inc,337195424.0
HCCI,Heritage-Crystal Clean Inc,679454976.0
NU,Nu Holdings Ltd Class A,40003342336.0
SUNL,Sunlight Financial Holdings Inc Class A,275649728.0
CND,Concord Acquisition Corp Class A,361332992.0
KPLT,Katapult Holdings Inc,212489840.0
PEGR,Project Energy Reimagined Acquisition Corp Class A,319285344.0
IDRA,Idera Pharmaceuticals Inc,27470954.0
MLNK,Meridianlink Inc,1538766208.0
SOVO,Sovos Brands Inc,1395350144.0
SWTX,SpringWorks Therapeutics Inc,2739240448.0
MYE,Myers Industries Inc,609905728.0
PDEX,Pro-Dex Inc,72580976.0
PLYA,Playa Hotels & Resorts NV,1376674688.0
PTLO,Portillos Inc Class A,965720128.0
REI,Ring Energy Inc,299916992.0
OCX,OncoCyte Corp,142958672.0
CARE,Carter Bankshares Inc,413062432.0
CHX,ChampionX Corp,4368753664.0
CVLG,Covenant Logistics Group Inc Class A,359760608.0
BSL,Blackstone Senior Floating Rate Term Fund,213997136.0
ACA,Arcosa Inc,2190301952.0
BRBR,Bellring Brands Inc,979585088.0
BATL,Battalion Oil Corp,294232096.0
AIZ,Assurant Inc,9229656064.0
ARCH,Arch Resources Inc Class A,1734701568.0
HBANM,Huntington Bancshares Dep Shs Rep 1 1000 Prf Shs Series I,
GATEU,Marblegate Acquisition Units,
KMF,Kayne Anderson NextGen Energy & Infrastructure Inc,351149408.0
TREE,Lendingtree Inc,1512645760.0
EPAM,Epam Systems Inc,24273154048.0
ECC,Eagle Point Credit Company Inc,478025856.0
GNOG,Golden Nugget Online Gaming Inc Class A,376754528.0
EVO,Evotec SE ADR,5394827776.0
ALTO,Alto Ingredients Inc,407682240.0
AQB,AquaBounty Technologies Inc,113641112.0
ZY,Zymergen Inc,402435936.0
ONVO,Organovo Holdings Inc,23939988.0
HGEN,Humanigen Inc,116149128.0
EVGN,Evogene Ltd,51861968.0
DYNS,Dynamics Special Purpose Corp Class A,290824480.0
MNST,Monster Beverage Corp,43691008000.0
DECK,Deckers Outdoor Corp,8201538560.0
FOXF,Fox Factory Holding Corp,5294156800.0
GGG,Graco Inc,12016595968.0
VICR,Vicor Corp,4393044480.0
SNBR,Sleep Number Corp,1595934080.0
TXRH,Texas Roadhouse Inc,6320283648.0
WTS,Watts Water Technologies Inc Class A,4714869248.0
KWR,Quaker Chemical Corp,3617194240.0
MSA,MSA Safety Inc,5355730944.0
SHOO,Steven Madden Ltd,3406296832.0
DV,DoubleVerify Holdings Inc,4319712768.0
SHAK,Shake Shack Inc Class A,2962506752.0
WDFC,WD-40 Co,2954289408.0
AWR,American States Water Co,3160269824.0
RRX,Regal Rexnord Corp,10590099456.0
UFPT,UFP Technologies Inc,543616448.0
THRY,Thryv Holdings Inc,1062811840.0
FWRD,Forward Air Corp,2707142400.0
CWT,California Water Service Group,3075989760.0
LKQ,LKQ Corp,15673472000.0
DIN,Dine Brands Global Inc,1332595840.0
CFX,Colfax Corp,6359992320.0
PACK,Ranpak Holdings Corp Class A,2194535680.0
JJSF,J & J Snack Foods Corp,2946929152.0
EPAC,Enerpac Tool Group Corp Class A,1027835840.0
IIIN,Insteel Industries Inc,739638912.0
DORM,Dorman Products Inc,2901799936.0
ROCK,Gibraltar Industries Inc,1618328448.0
FLNC,Fluence Energy Inc Class A,689785600.0
HSII,Heidrick & Struggles International Inc,849683328.0
FELE,Franklin Electric Co Inc,3929894400.0
FORR,Forrester Research Inc,998617408.0
CIVI,Civitas Resources Inc,4257447168.0
GHL,Greenhill & Co Inc,355267808.0
LPG,Dorian LPG Ltd,504163456.0
FOE,Ferro Corp,1802954880.0
MTRN,Materion Corp,1715870720.0
ZWS,Zurn Water Solutions Corp,4053090304.0
TELZ,Tellurian 8 25 Senior Notes due 2028,
JOUT,Johnson Outdoors Inc Class A,841064000.0
KAI,Kadant Inc,2445100032.0
TR,Tootsie Roll Industries Inc,2231788288.0
ARCB,ArcBest Corp,2219328512.0
ARLO,Arlo Technologies Inc,735933696.0
LFST,Lifestance Health Group Inc,3090470656.0
GOLF,Acushnet Holdings Corp,3253700864.0
AOSL,Alpha and Omega Semiconductor Ltd,1362397952.0
MBUU,Malibu Boats Inc Class A,1402720128.0
IESC,IES Holdings Inc,904496576.0
SWIM,Latham Group Inc,2024266368.0
HEAR,Turtle Beach Corp,346754080.0
UTZ,UTZ Brands Inc Class A,2104445184.0
PYCR,Paycor HCM Inc,4697399808.0
CTOS,Custom Truck One Source Inc,1889456128.0
HAYN,Haynes International Inc,483029344.0
DSP,Viant Technology Inc Class A,106782192.0
PWSC,PowerSchool Holdings Inc Class A,3430370816.0
INNV,InnovAge Holding Corp,651836736.0
MGRC,McGrath RentCorp,1826496384.0
CLB,Core Laboratories NV,1296571648.0
PPBT,Purple Biotech Ltd ADR,51263140.0
HRT,HireRight Holdings Corp,1045572864.0
MCFT,Mastercraft Boat Holdings Inc,524416992.0
SGC,Superior Group of Companies Inc,317188032.0
CSWI,CSW Industrials Inc,1821301888.0
ULCC,Frontier Group Holdings Inc,3023718656.0
DTC,Solo Brands Inc Class A,691667776.0
GMS,GMS Inc,2242787072.0
DNUT,Krispy Kreme Inc,2324788992.0
ACVA,ACV Auctions Inc Class A,1621091584.0
KBAL,Kimball International Inc Class B,336040608.0
PDFS,PDF Solutions Inc,1100566016.0
STER,Sterling Check Corp,2021565696.0
GOGO,Gogo Inc,1417307136.0
BRC,Brady Corp Class A,2555801600.0
NRC,National Research Corp,970115840.0
MOV,Movado Group Inc,881746112.0
NSSC,NAPCO Security Technologies Inc,718090624.0
GRBK,Green Brick Partners Inc,1107583232.0
SHYF,Shyft Group Inc,1545990400.0
SHEN,Shenandoah Telecommunications Co,1139211136.0
WLDN,Willdan Group Inc,392708256.0
