sector,stock_names,etf_names
Artificial Intelligence,Southern Company,1
Artificial Intelligence,Spin Master Corp,1
Artificial Intelligence,Splunk Inc.,3
Artificial Intelligence,Spotify Technology SA,2
Artificial Intelligence,"Sprouts Farmers Markets, Inc.",1
Artificial Intelligence,Standard Lithium Ltd.,1
Artificial Intelligence,Star Bulk Carriers Corp.,1
Artificial Intelligence,Starbucks Corporation,1
Artificial Intelligence,Stellantis N.V.,2
Artificial Intelligence,Stem Inc,1
Artificial Intelligence,"Stereotaxis, Inc.",1
Artificial Intelligence,Stifel Financial Corp.,1
Artificial Intelligence,StoneCo Ltd. Class A,1
Artificial Intelligence,Storebrand ASA,1
Artificial Intelligence,Stratasys Ltd.,3
Artificial Intelligence,Stryker Corporation,2
Artificial Intelligence,"Sumo Logic, Inc.",1
Artificial Intelligence,"Super Micro Computer, Inc.",1
Artificial Intelligence,Surgical Science Sweden AB,1
Artificial Intelligence,"Synopsys, Inc.",5
Artificial Intelligence,Synovus Financial Corp.,1
Artificial Intelligence,TD SYNNEX Corporation,1
Artificial Intelligence,"TEGNA, Inc.",1
Artificial Intelligence,"THK Co., Ltd.",1
Artificial Intelligence,TJX Companies Inc,1
Artificial Intelligence,"Taiwan Semiconductor Manufacturing Co., Ltd.",1
Artificial Intelligence,"Taiwan Semiconductor Manufacturing Co., Ltd. Sponsored ADR",2
Artificial Intelligence,Tanaka Chemical Corp.,1
Artificial Intelligence,Taylor Morrison Home Corporation,1
Artificial Intelligence,Tecan Group AG,3
Artificial Intelligence,"Teladoc Health, Inc.",2
Artificial Intelligence,Teledyne Technologies Incorporated,1
Artificial Intelligence,Telefonaktiebolaget LM Ericsson Sponsored ADR Class B,1
Artificial Intelligence,Telix Pharmaceuticals Ltd.,1
Artificial Intelligence,Temenos AG,1
Artificial Intelligence,Tencent Holdings Ltd.,4
Artificial Intelligence,Tencent Music Entertainment Group Sponsored ADR Class A,1
Artificial Intelligence,Teradata Corporation,2
Artificial Intelligence,"Teradyne, Inc.",5
Artificial Intelligence,Tesla Inc,7
Artificial Intelligence,Texas Instruments Incorporated,1
Artificial Intelligence,Thomson Reuters Corporation,1
Artificial Intelligence,Tian Lun Gas Holdings Limited,1
Artificial Intelligence,"Toll Brothers, Inc.",1
Artificial Intelligence,TomTom NV,1
Artificial Intelligence,Topcon Corp.,1
Artificial Intelligence,Toro Company,1
Artificial Intelligence,Toshiba Corporation,1
Artificial Intelligence,Toyota Industries Corp.,1
Artificial Intelligence,Toyota Motor Corp.,1
Artificial Intelligence,"Trade Desk, Inc. Class A",2
Artificial Intelligence,"Tri Pointe Homes, Inc.",1
Artificial Intelligence,Tricon Residential Inc,1
Artificial Intelligence,Trimble Inc.,3
Artificial Intelligence,Truist Financial Corporation,1
Artificial Intelligence,Trustmark Corporation,1
Artificial Intelligence,"TuSimple Holdings, Inc. Class A",2
Artificial Intelligence,"Twilio, Inc. Class A",5
Artificial Intelligence,"Twitter, Inc.",2
Artificial Intelligence,"Tyson Foods, Inc. Class A",2
Artificial Intelligence,U.S. Dollar,13
Artificial Intelligence,UMS Holdings Limited,1
Artificial Intelligence,US Foods Holding Corp.,1
Artificial Intelligence,"Uber Technologies, Inc.",1
Artificial Intelligence,UiPath Inc Class A,5
Artificial Intelligence,UniFirst Corporation,1
Artificial Intelligence,"United Bankshares, Inc.",1
Artificial Intelligence,"United Natural Foods, Inc.",1
Artificial Intelligence,UnitedHealth Group Incorporated,1
Artificial Intelligence,"Unity Software, Inc.",2
Artificial Intelligence,Univar Solutions Inc.,1
Artificial Intelligence,Unum Group,1
Artificial Intelligence,"Upstart Holdings, Inc.",5
Artificial Intelligence,"Urban Outfitters, Inc.",1
Artificial Intelligence,VERBIO Vereinigte BioEnergie AG,1
Artificial Intelligence,"VIA Technologies, Inc.",1
Artificial Intelligence,"VMware, Inc. Class A",1
Artificial Intelligence,"VNET Group, Inc. Sponsored ADR",1
Artificial Intelligence,Valeo SE,1
Artificial Intelligence,Valero Energy Corporation,1
Artificial Intelligence,Valley National Bancorp,1
Artificial Intelligence,Valmet Corp,1
Artificial Intelligence,"Valvoline, Inc.",1
Artificial Intelligence,"Varonis Systems, Inc.",2
Artificial Intelligence,Veeva Systems Inc Class A,2
Artificial Intelligence,"Velo3D, Inc.",2
Artificial Intelligence,Velodyne Lidar Inc.,2
Artificial Intelligence,"Veoneer, Inc.",1
Artificial Intelligence,Veracyte Inc,1
Artificial Intelligence,Verint Systems Inc.,1
Artificial Intelligence,Verisk Analytics Inc,1
Artificial Intelligence,"Veritone, Inc.",2
Artificial Intelligence,Vermilion Energy Inc.,1
Artificial Intelligence,"ViaSat, Inc.",1
Artificial Intelligence,Vicarious Surgical Inc Class A,2
Artificial Intelligence,"Victory Capital Holdings, Inc. Class A",1
Artificial Intelligence,"Vimeo, Inc.",1
Artificial Intelligence,"VisasQ, Inc.",1
Artificial Intelligence,"Vishay Intertechnology, Inc.",1
Artificial Intelligence,Visteon Corporation,1
Artificial Intelligence,Vitesco Technologies Group AG,1
Artificial Intelligence,Vivendi SE,1
Artificial Intelligence,"Vocera Communications, Inc.",1
Artificial Intelligence,Volkswagen AG Pref,1
Artificial Intelligence,Vuzix Corporation,1
Artificial Intelligence,W. R. Berkley Corporation,1
Artificial Intelligence,"WESCO International, Inc.",1
Artificial Intelligence,Walgreens Boots Alliance Inc,1
Artificial Intelligence,Walt Disney Company,1
Artificial Intelligence,"Washington Federal, Inc.",1
Artificial Intelligence,"Wayfair, Inc. Class A",2
Artificial Intelligence,Weibo Corp Sponsored ADR Class A,1
Artificial Intelligence,West Fraser Timber Co. Ltd.,1
Artificial Intelligence,Westinghouse Air Brake Technologies Corporation,1
Artificial Intelligence,White Mountains Insurance Group Ltd,1
Artificial Intelligence,"Williams Companies, Inc.",1
Artificial Intelligence,Wilmar International Limited,1
Artificial Intelligence,Wisetech Global Ltd.,1
Artificial Intelligence,Wix.com Ltd.,2
Artificial Intelligence,Wolters Kluwer NV,1
Artificial Intelligence,"Workday, Inc. Class A",1
Artificial Intelligence,World Fuel Services Corporation,1
Artificial Intelligence,"XPeng, Inc. ADR Sponsored Class A",2
Artificial Intelligence,Xcel Energy Inc.,1
Artificial Intelligence,Xero Limited,1
Artificial Intelligence,Xerox Holdings Corporation,1
Artificial Intelligence,Xiaomi Corp. Class B,2
Artificial Intelligence,Yadea Group Holdings Ltd.,1
Artificial Intelligence,Yandex NV Class A,3
Artificial Intelligence,Yaskawa Electric Corporation,4
Artificial Intelligence,"Yext, Inc.",2
Artificial Intelligence,Yokogawa Electric Corp.,2
Artificial Intelligence,"Yum China Holdings, Inc.",1
Artificial Intelligence,ZTE Corporation Class H,1
Artificial Intelligence,Zebra Technologies Corporation Class A,3
Artificial Intelligence,"Zendesk, Inc.",2
Artificial Intelligence,"Zimmer Biomet Holdings, Inc.",1
Artificial Intelligence,"Zoom Video Communications, Inc. Class A",1
Artificial Intelligence,ZoomInfo Technologies Inc,1
Artificial Intelligence,"Zscaler, Inc.",3
Artificial Intelligence,eBay Inc.,1
Artificial Intelligence,fuboTV Inc.,1
Artificial Intelligence,"iQIYI, Inc. Sponsored ADR Class A",1
Artificial Intelligence,"iRhythm Technologies, Inc.",1
Artificial Intelligence,iRobot Corporation,5
Artificial Intelligence,"iflytek Co., Ltd. Class A",2
Artificial Intelligence,"indie Semiconductor, Inc. Class A",1
Artificial Intelligence,"salesforce.com, inc.",4
Broad Maturities,1011778 B.C. UNLIMITED LIABILITY COMPANY 3.875% 15-JAN-2028,2
Broad Maturities,1011778 B.C. UNLIMITED LIABILITY COMPANY 4.375% 15-JAN-2028,2
Broad Maturities,101178 BC Unlimited Liability Co. 4.0% 15-OCT-2030,2
Broad Maturities,101178 BC Unlimited Liability Co. 5.75% 15-APR-2025,1
Broad Maturities,ACRES Commercial Realty Corp. 8.625 % Cum Red Perp Pfd Registered Shs Series C,1
Broad Maturities,ADT Security Corporation 4.125% 01-AUG-2029,1
Broad Maturities,ADT Security Corporation 4.125% 15-JUN-2023,1
Broad Maturities,AG Mortgage Investment Trust Inc 8 % Cum Red Pfd Shs Series B,1
Broad Maturities,AG Mortgage Investment Trust Inc Cum Conv Perp Red Pfd Registered Shs C Series C,1
Broad Maturities,AGNC Investment Corp Depositary Shs Repr 1/1000th Cum Conv Red Perp Pfd Registered Shs Ser F,1
Broad Maturities,AGNC Investment Corp Depositary Shs Repr 1/1000th Cum Conv Red Pfd Registered Shs Series E,1
Broad Maturities,AGNC Investment Corp. Cum Conv Red Pfd Registered Shs Series D,1
Broad Maturities,"AMC Entertainment Holdings, Inc. 10.0% 15-JUN-2026",1
Broad Maturities,AMC Networks Inc. 4.25% 15-FEB-2029,2
Broad Maturities,AMC Networks Inc. 4.75% 01-AUG-2025,2
Broad Maturities,AMC Networks Inc. 5.0% 01-APR-2024,1
Broad Maturities,"APX Group, Inc. 5.75% 15-JUL-2029",1
Broad Maturities,"APX Group, Inc. 6.75% 15-FEB-2027",1
Broad Maturities,ARMOUR Residential REIT Inc 7.00 % Cum Conv Red Pfd Registered Shs Series C,1
Broad Maturities,Acrisure LLC 10.125% 01-AUG-2026,1
Broad Maturities,Acrisure LLC 4.25% 15-FEB-2029,1
Broad Maturities,Acrisure LLC 6.0% 01-AUG-2029,1
Broad Maturities,Acrisure LLC 7.0% 15-NOV-2025,1
Broad Maturities,AdaptHealth LLC 4.625% 01-AUG-2029,1
Broad Maturities,AdaptHealth LLC 5.125% 01-MAR-2030,1
Broad Maturities,Adient Global Holdings Ltd. 4.875% 15-AUG-2026,1
Broad Maturities,Air Canada 3.875% 15-AUG-2026,2
Broad Maturities,"Albertsons Companies, Inc. 3.25% 15-MAR-2026",2
Broad Maturities,"Albertsons Companies, Inc. 3.5% 15-FEB-2023",2
Broad Maturities,"Albertsons Companies, Inc. 4.625% 15-JAN-2027",2
Broad Maturities,"Albertsons Companies, Inc. 4.875% 15-FEB-2030",2
Broad Maturities,"Albertsons Companies, Inc. 5.875% 15-FEB-2028",2
Broad Maturities,"Albertsons Companies, Inc. 7.5% 15-MAR-2026",1
Broad Maturities,Alcoa Europe Holding BV 5.5% 15-DEC-2027,2
Broad Maturities,Alcoa Europe Holding BV 6.125% 15-MAY-2028,2
Broad Maturities,Alcoa Inc. 5.125% 01-OCT-2024,2
Broad Maturities,Alcoa Nederland Holding BV 4.125% 31-MAR-2029,2
Broad Maturities,Alliant Holdings Intermediate LLC 4.25% 15-OCT-2027,2
Broad Maturities,Alliant Holdings Intermediate LLC 5.875% 01-NOV-2029,1
Broad Maturities,Alliant Holdings Intermediate LLC 6.75% 15-OCT-2027,1
Broad Maturities,Allied Universal Holdco LLC 4.625% 01-JUN-2028,1
Broad Maturities,Allied Universal Holdco LLC 6.0% 01-JUN-2029,1
Broad Maturities,Allied Universal Holdco LLC 6.625% 15-JUL-2026,1
Broad Maturities,Allied Universal Holdco LLC 9.75% 15-JUL-2027,1
Broad Maturities,"Allison Transmission, Inc. 3.75% 30-JAN-2031",2
Broad Maturities,"Allison Transmission, Inc. 4.75% 01-OCT-2027",1
Broad Maturities,"Allison Transmission, Inc. 5.875% 01-JUN-2029",2
Broad Maturities,Ally Financial Inc. 5.75% 20-NOV-2025,1
Broad Maturities,Altice Financing SA 5.0% 15-JAN-2028,1
Broad Maturities,Altice Financing SA 5.75% 15-AUG-2029,1
Broad Maturities,Altice France Holding SA 10.5% 15-MAY-2027,1
Broad Maturities,Altice France Holding SA 6.0% 15-FEB-2028,1
Broad Maturities,Altice France SA 5.125% 15-JAN-2029,1
Broad Maturities,Altice France SA 5.125% 15-JUL-2029,1
Broad Maturities,Altice France SA 5.5% 15-JAN-2028,1
Broad Maturities,Altice France SA 5.5% 15-OCT-2029,1
Broad Maturities,Altice France SA 8.125% 01-FEB-2027,1
Broad Maturities,"AmeriGas Partners, L.P. 5.5% 20-MAY-2025",1
Broad Maturities,"AmeriGas Partners, L.P. 5.625% 20-MAY-2024",1
Broad Maturities,"AmeriGas Partners, L.P. 5.75% 20-MAY-2027",2
Broad Maturities,"AmeriGas Partners, L.P. 5.875% 20-AUG-2026",1
Broad Maturities,American Airlines Group Inc. 3.75% 01-MAR-2025,1
Broad Maturities,"American Airlines, Inc. 11.75% 15-JUL-2025",1
Broad Maturities,"American Axle & Manufacturing, Inc. 5.0% 01-OCT-2029",1
Broad Maturities,"American Axle & Manufacturing, Inc. 6.25% 15-MAR-2026",1
Broad Maturities,"American Axle & Manufacturing, Inc. 6.5% 01-APR-2027",1
Broad Maturities,"American Axle & Manufacturing, Inc. 6.875% 01-JUL-2028",1
Broad Maturities,"American Builders & Contractors Supply Co., Inc. 3.875% 15-NOV-2029",1
Broad Maturities,"American Builders & Contractors Supply Co., Inc. 4.0% 15-JAN-2028",2
Broad Maturities,Annaly Capital Management Inc Cum Conv Red Pfd Registered Shs Series I,1
Broad Maturities,"Annaly Capital Management, Inc. Cum Conv Red Perp Registered Pfd Shs Series G",1
Broad Maturities,"Annaly Capital Management, Inc. Cum Conv Red Pfd Registered Shs Series F",1
Broad Maturities,Antero Midstream Finance Corp. 7.875% 15-MAY-2026,1
Broad Maturities,Antero Midstream Partners LP 5.375% 15-JUN-2029,1
Broad Maturities,Antero Midstream Partners LP 5.75% 01-MAR-2027,1
Broad Maturities,Antero Midstream Partners LP 5.75% 15-JAN-2028,1
Broad Maturities,Antero Resources Corporation 5.0% 01-MAR-2025,1
Broad Maturities,Antero Resources Corporation 5.375% 01-MAR-2030,2
Broad Maturities,Antero Resources Corporation 7.625% 01-FEB-2029,1
Broad Maturities,Apache Corporation 4.25% 15-JAN-2030,2
Broad Maturities,Apache Corporation 4.375% 15-OCT-2028,1
Broad Maturities,Apache Corporation 4.625% 15-NOV-2025,1
Broad Maturities,Apache Corporation 5.1% 01-SEP-2040,1
Broad Maturities,"Apollo Commercial Real Estate Finance, Inc. 4.625% 15-JUN-2029",1
Broad Maturities,"Aramark Services, Inc. 5.0% 01-APR-2025",1
Broad Maturities,"Aramark Services, Inc. 5.0% 01-FEB-2028",2
Broad Maturities,"Aramark Services, Inc. 6.375% 01-MAY-2025",1
Broad Maturities,"Arches Buyer, Inc. 4.25% 01-JUN-2028",1
Broad Maturities,"Arches Buyer, Inc. 6.125% 01-DEC-2028",1
Broad Maturities,Archrock Partners LP 6.25% 01-APR-2028,1
Broad Maturities,Archrock Partners LP 6.875% 01-APR-2027,1
Broad Maturities,Arconic Corp. 6.0% 15-MAY-2025,1
Broad Maturities,Arconic Corp. 6.125% 15-FEB-2028,1
Broad Maturities,Ardagh Metal Packaging Finance USA LLC 3.25% 01-SEP-2028,2
Broad Maturities,Ardagh Metal Packaging Finance USA LLC 4.0% 01-SEP-2029,2
Broad Maturities,Ardagh Packaging Finance PLC 4.125% 15-AUG-2026,2
Broad Maturities,Ardagh Packaging Finance PLC 5.25% 15-AUG-2027,1
Broad Maturities,Ardagh Packaging Finance PLC 5.25% 30-APR-2025,1
Broad Maturities,Armada Hoffler Properties Inc 6.75 % Cum Red Perp Pfd Registered Shs Series A,1
Broad Maturities,"Asbury Automotive Group, Inc. 4.5% 01-MAR-2028",1
Broad Maturities,"Asbury Automotive Group, Inc. 4.625% 15-NOV-2029",2
Broad Maturities,"Asbury Automotive Group, Inc. 4.75% 01-MAR-2030",1
Broad Maturities,"Asbury Automotive Group, Inc. 5.0% 15-FEB-2032",1
Broad Maturities,Ascent Resources Utica Holdings LLC 5.875% 30-JUN-2029,1
Broad Maturities,Ascent Resources Utica Holdings LLC 7.0% 01-NOV-2026,1
Broad Maturities,Ashland LLC 3.375% 01-SEP-2031,1
Broad Maturities,Ashton Woods (USA) LLC 4.625% 01-APR-2030,1
Broad Maturities,"AssuredPartners, Inc. 5.625% 15-JAN-2029",1
Broad Maturities,"AssuredPartners, Inc. 7.0% 15-AUG-2025",1
Broad Maturities,Audacy Capital Corp. 6.5% 01-MAY-2027,1
Broad Maturities,"Audacy, Inc. 6.75% 31-MAR-2029",1
Broad Maturities,"Avantor Funding, Inc. 4.625% 15-JUL-2028",2
Broad Maturities,"Avantor, Inc. 3.875% 01-NOV-2029",2
Broad Maturities,"Avaya, Inc. 6.125% 15-SEP-2028",1
Broad Maturities,Avient Corporation 5.25% 15-MAR-2023,1
Broad Maturities,Avient Corporation 5.75% 15-MAY-2025,2
Broad Maturities,Avis Budget Car Rental LLC 4.75% 01-APR-2028,1
Broad Maturities,Avis Budget Car Rental LLC 5.375% 01-MAR-2029,1
Broad Maturities,Avis Budget Car Rental LLC 5.75% 15-JUL-2027,1
Broad Maturities,Axalta Coating Systems LLC 3.375% 15-FEB-2029,2
Broad Maturities,"B&G Foods, Inc. 5.25% 01-APR-2025",1
Broad Maturities,"B&G Foods, Inc. 5.25% 15-SEP-2027",2
Broad Maturities,BCPE Ulysses Merger Sub LLC 6.25% 15-JAN-2029,1
Broad Maturities,"BWAY Holding Co., Inc. 5.5% 15-APR-2024",1
Broad Maturities,"BWAY Holding Co., Inc. 7.25% 15-APR-2025",1
Broad Maturities,Ball Corporation 2.875% 15-AUG-2030,2
Broad Maturities,Ball Corporation 3.125% 15-SEP-2031,2
Broad Maturities,Ball Corporation 4.0% 15-NOV-2023,2
Broad Maturities,Ball Corporation 4.875% 15-MAR-2026,2
Broad Maturities,Ball Corporation 5.25% 01-JUL-2025,2
Broad Maturities,Banijay Entertainment SASU 5.375% 01-MAR-2025,1
Broad Maturities,"Bath & Body Works, Inc. 5.25% 01-FEB-2028",2
Broad Maturities,"Bath & Body Works, Inc. 6.625% 01-OCT-2030",2
Broad Maturities,"Bath & Body Works, Inc. 7.5% 15-JUN-2029",2
Broad Maturities,"Bausch Health Americas, Inc. 9.25% 01-APR-2026",1
Broad Maturities,Bausch Health Companies Inc. 4.875% 01-JUN-2028,1
Broad Maturities,Bausch Health Companies Inc. 5.0% 30-JAN-2028,1
Broad Maturities,Bausch Health Companies Inc. 5.25% 15-FEB-2031,1
Broad Maturities,Bausch Health Companies Inc. 5.25% 30-JAN-2030,1
Broad Maturities,Bausch Health Companies Inc. 5.5% 01-NOV-2025,1
Broad Maturities,Bausch Health Companies Inc. 5.75% 15-AUG-2027,1
Broad Maturities,Bausch Health Companies Inc. 6.25% 15-FEB-2029,1
Broad Maturities,Bausch Health Companies Inc. 7.0% 15-JAN-2028,1
Broad Maturities,Bausch Health Companies Inc. 7.25% 30-MAY-2029,1
Broad Maturities,Bausch Health Companies Inc. 8.5% 31-JAN-2027,1
Broad Maturities,Bausch Health Companies Inc. 9.0% 15-DEC-2025,1
Broad Maturities,"Berry Global, Inc. 5.625% 15-JUL-2027",1
Broad Maturities,Bip-V Chinook Holdco LLC 5.5% 15-JUN-2031,1
Broad Maturities,"Black Knight InfoServ, LLC 3.625% 01-SEP-2028",2
Broad Maturities,BlackRock Liquidity Funds Treasury Trust Fund Portfolio Institutional,1
Broad Maturities,"Blackstone Mortgage Trust, Inc. 3.75% 15-JAN-2027",1
