Symbol,Name,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Cluster_8,Cluster_9,Cluster_10,Cluster_11,Cluster_12,Cluster_13,Cluster_14,Cluster_15,Cluster_16,Cluster_17,Cluster_18,Cluster_19,Cluster_20,Cluster_21,Cluster_22,Cluster_23,Cluster_24,Cluster_25,Cluster_26,Cluster_27,Cluster_28,Cluster_29,Cluster_30,Cluster_31,Cluster_32,Cluster_33,Cluster_34,Cluster_35,Cluster_36,Cluster_37,Cluster_38,Cluster_39,Cluster_40,Cluster_41,Cluster_42,Cluster_43,Cluster_44
MET,MetLife Inc,0,3,3,3,3,4,0,4,0,0,0,4,14,14,14,14,14,14,11,11,11,11,11,11,11,11,7,11,11,31,7,7,7,7,11,11,11,11,11,11,11,11
WM,Waste Management Inc,0,2,4,4,4,2,8,8,6,8,8,8,8,8,8,8,8,8,2,2,2,2,2,12,2,2,28,28,28,28,28,28,28,28,28,28,28,28,21,21,21,28
GD,General Dynamics Corp,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,0,0,0,0,6,6,6,6,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6
RELX,Relx PLC ADR,0,2,4,3,3,4,8,8,8,8,8,8,8,8,8,8,8,8,12,5,7,5,5,12,12,12,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
STLA,Stellantis NV,2,0,2,2,0,0,0,0,0,0,0,0,0,0,16,16,16,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
CM,Canadian Imperial Bank of Commerce,0,3,3,3,3,4,0,4,0,0,0,4,14,14,14,14,14,14,11,11,11,11,11,11,11,11,7,11,11,31,7,7,7,7,11,11,11,11,11,11,11,11
SLB,Schlumberger NV,1,1,1,5,5,5,5,5,10,11,11,11,11,11,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
PXD,Pioneer Natural Resources Co,2,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMR,Emerson Electric Co,0,3,3,3,3,4,8,8,8,8,4,4,4,14,4,4,0,4,7,7,7,7,7,7,7,12,28,28,28,28,7,28,28,35,35,11,11,11,35,35,35,35
ING,ING Groep NV ADR,1,1,0,0,5,5,5,0,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,30,4,4,4,4,4,4,4,4,4,4,4,4,4
E,Eni SpA ADR,1,0,0,5,6,3,3,3,3,10,10,10,10,10,10,10,10,3,17,17,13,13,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
HUM,Humana Inc,0,2,4,4,4,2,2,6,6,6,8,8,8,8,8,8,8,8,2,21,21,21,21,2,2,2,2,2,2,21,21,2,2,2,2,2,21,21,2,21,21,2
APD,Air Products and Chemicals Inc,0,2,4,4,4,2,2,6,6,6,8,8,8,8,8,8,8,8,2,21,21,21,21,21,21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
KKR,KKR & Co Inc,0,2,4,3,3,4,8,8,8,8,4,8,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
EPD,Enterprise Products Partners Units,1,0,0,5,6,3,3,3,3,3,3,3,3,10,10,3,3,3,17,17,17,17,17,17,17,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
NGG,National Grid PLC ADR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,13,13,20,20,20,20,20,20,20,20,20,29,29,29,29,29,29,29,29,29,29,29,29,29,42,42
ECL,Ecolab Inc,0,2,4,4,4,2,2,6,6,6,8,8,8,8,8,8,17,17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
VMW,VMware Inc Class A,2,2,2,2,2,6,6,9,9,9,9,9,9,9,9,9,9,9,19,19,19,19,19,19,19,8,19,19,8,8,19,19,19,19,19,19,19,19,19,41,41,43
HMC,Honda Motor Co Ltd ADR,1,1,0,0,0,0,0,0,5,5,5,13,13,13,5,5,5,5,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBK,Westpac Banking Corp ADR,1,1,0,5,5,5,5,5,10,11,11,11,11,11,15,15,5,15,13,4,13,4,4,4,13,13,13,13,4,4,4,4,4,4,4,13,13,4,4,4,4,4
TRP,TC Energy Corp,2,3,2,2,2,6,6,9,4,4,12,12,12,12,12,12,12,12,8,8,8,8,8,8,8,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
BK,Bank of New York Mellon Corp,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCCO,Southern Copper Corp,0,2,3,3,3,4,8,2,2,2,2,2,2,2,2,2,2,0,7,7,7,7,7,7,7,7,16,7,7,7,7,7,11,35,35,35,35,35,35,35,35,35
NEM,Newmont Corporation,0,2,4,4,4,2,2,6,6,6,6,6,8,8,8,6,6,2,15,15,15,15,15,15,15,15,15,15,15,15,15,33,33,33,33,33,33,33,33,33,33,36
LYG,Lloyds Banking Group PLC ADR,1,1,1,5,5,5,5,5,10,10,10,10,10,10,15,10,10,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
SMFG,Sumitomo Mitsui Financial Group Inc ADR,1,0,0,5,6,3,3,3,3,5,5,5,5,5,5,5,5,5,4,4,4,4,17,17,17,17,17,17,4,4,17,17,4,17,17,17,17,17,17,17,17,17
AIG,American International Group Inc,1,1,0,0,5,3,3,3,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,17,17,17,4,4,4,4,4,4,4,4,4,4,4,4,4,4
TRI,Thomson Reuters Corp,0,2,4,4,4,2,8,8,8,8,8,8,8,8,8,8,8,8,2,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
MPC,Marathon Petroleum Corp,2,0,0,0,6,0,0,0,0,3,3,0,0,0,16,16,16,16,6,6,6,6,6,6,6,6,6,6,17,17,17,17,17,17,17,17,6,6,6,6,6,6
PANW,Palo Alto Networks Inc,0,2,4,3,3,4,8,8,8,8,4,8,4,4,4,4,4,8,5,5,5,5,5,5,5,5,5,28,28,5,5,28,5,5,21,21,21,21,21,21,21,21
CNC,Centene Corp,0,2,4,4,2,6,6,9,9,9,9,9,9,9,9,17,17,17,7,2,2,2,2,2,2,8,2,2,8,8,8,15,15,15,15,15,15,15,15,15,15,43
CP,Canadian Pacific Railway Ltd,0,2,4,4,4,2,2,8,6,6,8,8,8,8,8,8,8,8,2,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,15
BCE,BCE Inc,0,3,3,3,3,4,4,4,4,4,12,12,12,12,14,14,12,14,11,11,11,11,11,23,23,14,14,11,10,31,31,23,23,31,23,23,23,23,23,23,23,23
TEL,TE Connectivity Ltd,0,2,3,3,3,4,8,8,8,8,4,4,4,4,4,4,4,4,5,5,7,7,5,5,5,5,5,28,28,28,5,28,28,35,35,11,11,28,35,35,35,35
JCI,Johnson Controls International PLC,0,3,3,3,3,4,8,4,8,8,4,4,4,4,4,4,4,4,11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
IQV,IQVIA Holdings Inc,0,2,4,4,4,2,8,8,8,8,8,8,8,8,8,8,8,8,2,21,21,21,21,21,21,21,21,28,28,28,28,28,28,28,21,21,21,21,21,21,21,21
TAK,Takeda Pharmaceutical Co Ltd ADR,1,1,1,5,5,5,5,5,10,11,11,11,11,15,15,15,15,15,3,3,22,22,22,22,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
SPG,Simon Property Group Inc,1,1,0,5,6,3,3,3,3,10,10,10,5,10,10,10,10,3,17,17,13,13,17,17,17,17,17,17,4,4,4,13,4,13,13,13,13,13,13,13,39,39
DG,Dollar General Corp,0,2,4,4,4,2,2,6,6,6,8,8,8,8,8,8,8,8,2,21,21,21,21,21,21,2,21,2,2,21,21,21,2,21,21,21,21,21,21,21,21,21
BCS,Barclays PLC ADR,1,1,1,1,1,1,1,1,5,5,5,13,13,5,13,13,13,13,4,4,4,4,4,4,4,4,4,4,29,29,29,29,29,29,29,29,29,39,39,39,39,39
ROP,Roper Technologies Inc,0,2,4,4,4,2,2,6,6,6,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
DELL,Dell Technologies Inc Class C,0,2,4,3,3,4,8,8,8,8,8,8,4,4,4,4,4,8,5,5,5,5,5,12,12,21,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
APH,Amphenol Corp Class A,0,2,4,4,3,4,8,8,8,8,8,8,8,8,8,8,8,8,5,21,21,21,21,21,21,21,21,28,28,28,28,28,28,28,21,21,28,28,21,21,21,21
PRU,Prudential Financial Inc,2,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,16,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABEV,Ambev SA ADR,1,1,0,5,5,5,5,5,10,10,10,10,10,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,26,26,32,32,22,22,22,22,22,22,22,22,22,13
PUK,Prudential PLC ADR,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,26,26,26,4,4,22,22,22,4,4,4,22,4,4,4,4,4
KMB,Kimberly-Clark Corp,0,2,4,4,4,2,2,6,6,6,6,6,6,6,6,6,6,6,15,15,15,15,15,15,15,15,15,15,15,15,15,33,33,33,33,33,33,33,33,33,33,33
INFO,IHS Markit Ltd,0,2,4,4,4,2,8,8,8,8,8,8,8,8,8,8,8,8,5,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
BBVA,Banco Bilbao Vizcaya Argentaria SA ADR,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,30,30,4,4,4,4,4
CMG,Chipotle Mexican Grill Inc,0,2,4,4,4,2,2,8,6,6,8,8,8,8,8,8,8,8,2,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
LHX,L3harris Technologies Inc,0,2,4,4,4,6,6,6,6,9,9,9,9,9,9,17,17,17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
NTR,Nutrien Ltd,2,3,3,0,0,0,0,4,0,0,0,0,14,14,14,14,14,14,11,11,11,11,11,11,11,23,12,11,11,31,31,31,31,31,31,31,31,31,31,31,29,29
SRE,Sempra Energy,0,2,4,4,2,6,6,6,9,9,9,9,9,9,9,17,17,17,8,8,8,8,8,8,8,27,2,8,2,2,27,8,8,2,8,8,2,2,2,27,27,27
MSCI,MSCI Inc,0,2,4,4,4,2,2,8,6,8,8,8,8,8,8,8,8,8,2,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
SU,Suncor Energy Inc,2,0,0,5,6,3,3,3,3,10,10,10,10,10,10,10,10,10,17,17,6,17,17,17,17,17,24,24,17,17,17,17,17,17,17,17,17,17,17,17,17,17
AFL,Aflac Inc,2,2,2,2,2,6,6,9,9,9,9,9,9,9,9,17,0,17,12,12,12,12,12,12,8,12,8,12,12,12,12,12,12,8,8,8,8,8,8,8,8,8
BAX,Baxter International Inc,0,2,4,4,2,6,6,6,9,9,6,6,6,6,6,6,17,17,8,2,2,2,2,2,2,8,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2
ADM,Archer-Daniels-Midland Co,0,3,3,3,3,4,8,4,8,8,4,4,4,4,4,4,4,4,11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,11,5,5,5,11,11
RACE,Ferrari NV,0,2,4,4,4,2,2,8,6,6,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21,21,2
HSY,Hershey Co,0,2,4,4,4,2,2,8,6,6,8,8,8,8,8,8,8,8,2,21,21,21,21,21,21,2,21,21,28,28,28,28,2,21,21,21,21,21,21,21,21,21
TRV,Travelers Companies Inc,0,3,3,3,3,4,8,9,0,0,9,9,9,14,9,17,0,0,12,12,12,12,12,12,12,12,7,12,12,12,7,12,7,7,7,7,7,7,7,7,7,7
SYY,Sysco Corp,0,2,2,2,2,6,6,9,9,9,9,9,9,9,9,17,0,17,12,12,12,12,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
MFC,Manulife Financial Corp,2,3,3,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPN,Global Payments Inc,0,2,4,4,4,2,2,6,6,6,6,6,6,6,6,6,17,17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
HLT,Hilton Worldwide Holdings Inc,0,2,4,3,3,4,8,8,8,8,8,8,8,8,8,8,8,8,12,21,21,21,21,12,12,12,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
A,Agilent Technologies Inc,0,2,4,4,4,2,8,8,8,8,8,8,8,8,8,8,8,8,5,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
GIS,General Mills Inc,0,2,4,4,4,2,4,2,4,4,12,12,12,12,12,12,12,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,36,36,36,14,14,14,36
PSX,Phillips 66,2,0,2,2,6,7,7,7,7,3,3,3,3,3,10,3,3,3,6,6,6,17,24,24,24,9,9,9,17,17,17,17,17,17,17,17,24,24,24,9,9,24
DD,Dupont De Nemours Inc,2,0,0,0,5,5,5,0,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,26,26,26,30,0,22,22,22,22,0,34,22,17,34,0,0,0
MCK,Mckesson Corp,0,3,3,3,3,4,4,4,8,8,4,4,4,4,4,4,4,4,11,5,20,20,11,5,5,5,5,5,5,31,31,31,31,31,31,31,31,29,29,29,31,31
HPQ,HP Inc,0,3,3,3,3,4,8,8,8,8,4,4,14,14,14,14,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
AMX,America Movil SAB de CV ADR,2,0,0,0,0,0,0,0,0,5,0,0,0,0,16,16,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZO,Autozone Inc,0,2,4,4,4,2,8,8,8,8,8,8,8,8,8,8,8,8,5,21,21,21,21,21,21,21,21,28,28,28,28,28,28,21,21,21,21,21,21,21,21,21
OXY,Occidental Petroleum Corp,1,1,0,5,5,5,5,5,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
STM,STMicroelectronics NV ADR,0,2,4,4,4,2,8,8,8,8,8,8,8,8,8,8,8,8,5,21,21,21,21,21,21,21,21,21,21,21,21,21,21,35,35,21,35,35,35,35,35,35
WIT,Wipro Ltd ADR,0,3,3,3,3,4,8,4,8,8,4,4,14,14,14,14,14,14,11,11,11,11,11,11,11,11,11,11,11,31,31,31,31,31,31,31,31,31,31,31,31,31
KMI,Kinder Morgan Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
APO,Apollo Global Management Inc,0,2,4,4,4,2,8,8,8,8,8,8,8,8,8,8,8,8,2,21,21,21,21,21,21,21,21,21,28,28,28,28,28,21,21,21,21,21,21,21,21,21
CRH,CRH PLC ADR,0,3,3,3,3,4,8,8,8,8,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,35,5,5,5,5,5,35,35,5
DLR,Digital Realty Trust Inc,0,2,4,4,4,2,2,6,6,6,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
PH,Parker-Hannifin Corp,0,2,4,3,3,4,8,8,8,8,8,8,4,4,4,4,4,4,5,5,7,7,5,21,21,21,21,21,28,28,5,28,28,35,35,35,35,35,35,35,35,35
O,Realty Income Corp,0,2,4,2,2,6,6,9,9,9,9,9,9,9,9,17,17,17,8,8,8,8,8,8,8,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
RSG,Republic Services Inc,0,2,4,4,4,2,8,8,8,8,8,8,8,8,8,8,8,8,2,21,21,21,21,12,12,2,28,28,28,28,28,28,28,28,28,21,28,28,21,21,21,21
VLO,Valero Energy Corp,2,0,2,2,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,9,9,9,9,9,9,17,17,17,17,17,17,17,17,9,9,6,9,9,9
NWG,Natwest Group PLC ADR,1,1,0,5,5,5,3,5,5,10,5,5,5,5,5,5,5,3,4,4,4,4,4,17,17,17,17,17,4,4,4,13,4,4,4,13,13,39,39,39,39,39
BSMX,Banco Santander Mexico SA Institucion de Banca Multiple Grupo Financiero,1,1,0,5,5,5,5,5,10,10,10,10,10,10,15,10,10,15,13,13,13,13,17,13,13,13,13,13,4,4,4,4,4,4,4,13,13,13,13,13,13,13
WMB,Williams Companies Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,39,39,39
ANET,Arista Networks Inc,0,2,4,3,3,4,8,8,8,8,8,9,9,9,9,17,0,0,7,7,7,7,12,12,12,12,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
GOLD,Barrick Gold Corp,0,2,4,4,4,2,2,6,6,6,6,6,6,6,6,6,6,6,15,15,15,15,15,15,15,15,15,15,15,15,15,33,33,33,33,33,33,33,33,33,33,36
DVN,Devon Energy Corp,1,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,13,4,4,4,4,4,4,4,23,17,17,4,4,4,13,4,4,4,4,4,39,39,39,39,39
MSI,Motorola Solutions Inc,0,2,4,4,4,2,8,8,6,8,8,8,8,8,8,8,8,8,2,2,2,2,2,12,12,2,28,28,28,28,28,28,28,28,28,28,28,28,21,21,21,28
DFS,Discover Financial Services,0,3,3,3,3,4,8,4,8,8,4,4,14,14,14,14,4,14,11,11,11,11,11,12,12,12,28,11,11,31,7,7,7,28,11,11,11,11,11,11,11,11
MFG,Mizuho Financial Group Inc ADR,1,1,0,5,5,5,5,5,10,10,10,10,10,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
STT,State Street Corp,2,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,16,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APTV,Aptiv PLC,0,2,3,3,3,4,8,8,8,8,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,35,35,11,11,5,35,35,35,35
YUM,Yum! Brands Inc,0,2,4,4,4,6,6,8,6,8,8,9,9,9,9,17,17,17,12,2,2,2,2,12,12,12,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
GLW,Corning Inc,0,2,3,3,3,4,8,8,8,8,9,9,9,14,9,17,0,0,7,7,7,7,7,7,7,7,28,7,7,7,8,15,15,35,35,7,7,7,35,35,35,35
RMD,Resmed Inc,0,2,4,4,4,2,2,8,6,6,8,8,8,8,8,8,8,8,2,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
PPG,PPG Industries Inc,0,2,3,3,3,4,8,8,8,8,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,35,5,5,5,5,5,35,35,5
TT,Trane Technologies PLC,0,2,4,4,4,2,8,8,8,8,8,8,8,8,8,8,8,8,5,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
TSN,Tyson Foods Inc Class A,2,3,2,2,2,6,6,9,9,9,9,9,9,9,9,17,0,17,12,12,12,12,12,8,8,27,8,8,8,8,27,8,8,8,8,8,8,8,8,8,8,8
TDG,TransDigm Group Inc,0,2,4,4,4,2,2,8,6,6,8,8,8,8,8,8,17,17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
ALL,Allstate Corp,0,2,4,4,4,6,8,8,8,8,9,9,9,9,9,17,0,17,12,2,2,2,2,12,12,12,8,8,28,28,28,28,28,8,35,28,28,28,35,8,8,8
VEEV,Veeva Systems Inc Class A,0,2,4,4,4,2,2,6,6,6,8,8,8,8,8,8,8,8,2,21,21,21,21,21,21,2,21,21,21,21,21,21,21,21,21,21,21,21,36,36,36,15
WELL,Welltower Inc,2,3,3,2,2,6,6,9,4,4,12,12,12,12,3,12,12,12,10,10,10,23,23,23,23,27,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
LVS,Las Vegas Sands Corp,2,0,0,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,22,22,22,22,22,22,9,9,9,9,9,9,9,9,9,9,9,9
MPLX,MPLX Common Units,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,13,1,1,39,39,39,39,39
IFF,International Flavors & Fragrances Inc,2,0,2,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,0,0,0,0,0,0,0,6,6,0,6,6,6,6,6,6,7,7,7,7,7,7,7,7
TWLO,Twilio Inc Class A,0,2,4,4,4,2,2,2,6,6,8,8,8,8,8,8,2,2,2,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,36,35,35,35,36,36,36,15
AMP,Ameriprise Financial Inc,0,3,3,3,3,4,8,8,8,8,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
CBRE,CBRE Group Inc Class A,0,2,4,3,3,4,8,8,8,8,4,4,4,4,4,4,4,4,5,5,5,5,5,12,12,12,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
LYB,LyondellBasell Industries NV Class A,2,0,0,0,0,0,0,0,0,5,0,0,0,0,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KR,Kroger Co,0,3,3,3,3,4,8,8,8,8,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
NUE,Nucor Corp,0,3,3,3,3,4,8,4,8,0,4,4,14,14,14,14,14,14,11,11,11,11,11,11,11,11,7,11,11,31,31,31,31,31,31,31,31,31,31,31,31,11
AVB,Avalonbay Communities Inc,2,3,3,3,3,4,8,4,0,0,9,4,14,14,14,14,0,14,12,12,12,12,23,23,23,12,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
CHT,Chunghwa Telecom Co Ltd ADR,0,2,4,4,4,2,8,8,8,8,8,8,8,8,8,8,8,8,2,21,7,7,21,21,21,21,21,21,28,28,28,28,28,35,35,21,35,35,35,35,35,35
PEG,Public Service Enterprise Group Inc,0,2,4,4,2,6,6,9,9,9,9,9,9,9,9,17,17,17,12,2,2,2,2,2,2,8,28,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
MTD,Mettler-Toledo International Inc,0,2,4,4,4,2,8,8,8,8,8,8,8,8,8,8,8,8,5,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
ORAN,Orange SA ADR,1,1,0,5,6,5,5,5,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,13,13,13,13,13,13,32,32,32,32,32,32,32,32,32,32,32,32
DB,Deutsche Bank AG,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,11,11,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3
EQR,Equity Residential,2,3,3,3,2,6,6,9,4,9,9,9,9,9,14,14,0,14,12,12,12,12,23,23,23,27,23,23,23,23,23,23,23,23,23,23,23,23,23,27,27,27
FERG,Ferguson PLC,0,2,4,3,3,4,8,8,8,8,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
AJG,Arthur J Gallagher & Co,0,2,4,4,4,2,8,8,8,8,8,8,8,8,8,8,8,8,2,21,21,21,21,21,21,21,21,21,28,28,28,21,21,21,21,21,21,21,21,21,21,21
SLF,Sun Life Financial Inc,0,2,3,3,3,4,8,8,8,8,4,4,4,14,4,4,0,4,7,7,7,7,7,12,12,12,28,28,28,28,28,28,28,28,28,28,28,28,35,28,28,35
CVE,Cenovus Energy Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,13,13,20,20,20,20,20,20,20,23,1,29,29,29,29,29,29,29,29,29,29,39,39,39,39,39
ET,Energy Transfer Units,1,1,1,5,5,5,5,5,10,10,10,10,10,10,15,10,10,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
TU,Telus Corp,0,3,3,3,3,4,8,8,8,8,4,4,4,4,4,4,4,4,5,5,5,5,5,12,12,12,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
CMI,Cummins Inc,0,2,4,4,4,2,2,2,6,6,8,8,8,8,8,8,2,2,2,21,21,21,21,21,21,21,21,21,21,21,21,21,21,35,35,35,35,35,35,35,35,35
ARE,Alexandria Real Estate Equities Inc,0,2,4,4,4,2,2,8,6,6,8,8,8,8,8,8,8,8,2,21,21,21,21,21,21,2,21,21,28,28,28,21,2,21,21,21,21,21,21,21,21,21
WCN,Waste Connections Inc,0,2,4,4,4,2,2,8,6,6,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,28,28,28,2,2,2,2,2,2,2,21,21,21,2
NOK,Nokia Oyj ADR,1,1,1,1,1,1,1,1,5,1,1,1,5,5,13,13,13,13,4,4,4,4,4,20,4,23,4,29,29,29,13,13,29,29,29,29,38,39,39,39,39,39
ROK,Rockwell Automation Inc,0,2,4,3,3,4,8,8,8,8,8,8,8,8,4,8,8,8,5,21,21,21,21,21,21,21,21,21,21,21,21,21,21,35,35,21,21,21,35,35,35,35
WY,Weyerhaeuser Co,2,3,3,0,0,0,0,0,0,5,0,13,14,13,0,0,14,13,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC,Ecopetrol SA ADR,2,0,2,2,2,7,7,7,7,7,7,7,7,7,7,9,9,9,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
FRC,First Republic Bank,0,2,4,3,3,4,8,8,8,8,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
AME,AMETEK Inc,0,2,4,4,4,2,2,8,6,8,8,8,8,8,8,8,8,8,2,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
TLK,Telkom Indonesia (Persero) Tbk PT ADR,1,0,0,5,5,3,3,3,3,3,3,5,5,5,5,5,5,3,17,4,4,4,17,17,17,17,17,17,4,4,4,4,4,4,4,4,4,4,4,4,4,4
